summary,region,gname,country
"6/8/1970: Unknown perpetrators bombed an unmanned Armed Services Police Car in Oakland, California, United States.  There were no casualties but the car was damaged.  The patrolmen left the vehicle to search for AWOL servicemen in a theater.  There were many attacks against police in California during this time period.",1,Left-Wing Militants,217
,3,Armed Forces of National Liberation- Venezuela (FALN),222
,10,Popular Front for the Liberation of Palestine (PFLP),94
,1,"Weather Underground, Weathermen",217
,10,Popular Front for the Liberation of Palestine (PFLP),102
,10,Popular Front for the Liberation of Palestine (PFLP),102
"6/9/1970: Unknown perpetrators broke into the Selective Service office in Galesburg, Illinois, United States and set fire to draft records.  There were no casualties.",1,Left-Wing Militants,217
"6/9/1970: Unknown perpetrators fired two shotgun blasts into the house of Reverend Levin P. West in Newark, New Jersey, United States, in an apparent assassination attempt.  The shotgun pellets did not strike West but he was taken to  the hospital to be treated for shock.  During a highly contentious Mayoral campaign in Newark with racial overtones, West, an African American, supported the White candidate over the Black candidate.",1,Black Nationalists,217
,10,Popular Front for the Liberation of Palestine (PFLP),102
,3,Popular Revolutionary Vanguard (VPR),30
,10,Unknown,94
"6/11/1970: Suspected members of the Black Panther Party bombed Omaha Police Department's North Assembly Building in Omaha, Nebraska, United States.  There were no casualties but the blast ripped a four foot hole in the corner of building and shattered several windows.",1,Black Panthers,217
,3,Tupamaros (Uruguay),218
"6/12/1970: Unknown perpetrators placed a box containing seven sticks of dynamite outside of the Alexander County Courthouse in Cairo, Illinois, United States.  The bomb was discovered and subsequently removed.  This incident took place during a period of high racial tension in Cairo.",1,Black Nationalists,217
"6/12/1970: Unknown snipers fired on an Illinois State Police patrol attending to a fire at the Pyramid Courts housing project in Cairo, Illinois, United States.  Officer Marion Troutt was shot, but survived his wounds.  This incident took place during a period of high racial tension in Cairo.",1,Black Nationalists,217
"6/13/1970: Suspected members of the Black Panthers Party bombed the Des Moines Chamber of Commerce in Des Moines, Iowa, United States.  The building sustained an estimated $150,000 in damages and several people were injured from the shattered glass.",1,Black Panthers,217
"6/13/1970: Unknown perpetrators bombed the Mid-Continental National Bank in Kansas City, Missouri, United States.  There were no casualties but the building sustained minor damage.",1,Black Nationalists,217
,8,Unknown,362
,8,Unknown,362
"6/15/1970: Unknown perpetrators bombed the joint police and fire station in Manhattan Beach, California, United States.  There were no casualties but the station received minor damages.",1,Black Nationalists,217
"6/17/1970: Unknown perpetrators bombed a diner in Emeryville, California, United States frequented by police officers.  Three people were slightly injured and it is unknown if the diner sustained any damages.",1,Black Nationalists,217
"6/18/1970: Two unidentified White youths set off four firebombs around the New York University campus in Manhattan, New York, United States.  One firebomb was discovered under a car.  Another firebomb damaged a construction shanty at Tish Hall.  The third firebomb ignited under a crane and the final firebomb exploded in a trash can.  Neither of the last two firebombs did any damage.  There were no casualties.",1,Student Radicals,217
"6/18/1970: While New York City Firemen were fighting a blaze in a Manhattan, United States tenement, an unknown perpetrator threw a Molotov cocktail into the hose bed of the fire truck.  The attack injured one fireman and another fireman suffered a heart attack.  Officials were unsure whether the fire at the tenement was set to trap the firemen or if the truck was attacked because it was a 'target of opportunity.'",1,Black Nationalists,217
,1,Unknown,217
,1,Unknown,217
"6/19/1970: Bruce Sharp and William Redwine, both African Americans, shot and killed Police Officer Kenneth Kaner as he was sitting in his squad car in Chicago Illinois, United States.",1,Black Nationalists,217
"6/19/1970: Police Officer Richard Radetich was shot and killed by an unknown perpetrator in San Francisco, California, United States.  While writing a ticket, a gunman pulled up to Officer Radetich in his car and shot him three times with a revolver.  The perpetrator immediately drove away.",1,Black Nationalists,217
"6/21/1970: Suspected members of the Black Panther Party are believed to have set a booby-trap package underneath a bridge in Iowa, United States, intended to kill Des Moines Police Officers.  An anonymous caller tipped the police about the package.  When the police arrived, it only failed to explode due to a sliver of wood blocking the trigger.",1,Black Panthers,217
,8,Unknown,362
"6/23/1970: Unknown perpetrators placed a bomb at a U.S. Air Force recruiting Station in San Francisco, California, United States.  The bomb was discovered by a station employee and subsequently removed.",1,Left-Wing Militants,217
,1,Jewish Defense League (JDL),217
"6/25/1970: Fred Loyd Hayes bombed a house purchased by an African American woman in a White neighborhood in Longview, Texas, United States.  There were no casualties and it is unknown what damages the house sustained.",1,White extremists,217
,8,Irish Republican Army (IRA),603
,8,Irish Republican Army (IRA),603
,8,Irish Republican Army (IRA),603
,8,Irish Republican Army (IRA),603
,8,Ulster Volunteer Force (UVF),603
,1,National Committee to Combat Fascism,217
"6/29/1970: Suspected members of the Black Panther Party bombed the Harvey Ingham Hall of Science at Drake University in Des Moines, Iowa, United States.  There were no casualties but the explosion caused an estimated $300,000 in damage to the building.",1,Black Panthers,217
"6/29/1970: Suspected revolutionary leftists threw a pipe bomb filled with gunpowder at the Whitefish Bay Bank & Trust Company in Whitefish Bay, Wisconsin, United States.  The bomb did not detonate.  This incident was believed to be linked to the many bombings in the Milwaukee, Wisconsin area during this time period.",1,Left-Wing Militants,217
"6/30/1970: Two policemen, Robert M. Perry and Robert G. Beck, were shot by snipers in Plainfield, New Jersey, United States after responding to a fire at a vacant shop.  Officer Perry would eventually die from his injuries.  City officials believed that radical African Americans intentionally set the fire to lure the policemen into the area.  Firefighters fighting the blaze were also shot at.",1,Black Nationalists,217
"6/30/1970: In a series of four related attack, unknown perpetrators placed multiple incendiary devices throughout the Woolworth's store on 34th street in Manhattan, New York, United States.  There were no casualties and the firebombs caused only minor damage to the building and merchandise.",1,Unknown,217
"6/30/1970: In a series of four related attack, unknown perpetrators placed multiple incendiary devices throughout the Woolworth's store on 86th street and 3rd Avenue in Manhattan, New York, United States.  There were no casualties and the firebombs caused only minor damage to the building and merchandise.",1,Unknown,217
"6/30/1970: In a series of four related attack, unknown perpetrators placed multiple incendiary devices throughout the Woolworth's store on Broadway Avenue in Manhattan, New York, United States.  There were no casualties and the firebombs caused only minor damage to the building and merchandise.",1,Unknown,217
"6/30/1970: In a series of four related attack, unknown perpetrators placed multiple incendiary devices throughout a Grand Union supermarket in Manhattan, New York, United States.  There were no casualties and the firebombs caused only minor damages.",1,Unknown,217
"7/0/1970: An unexploded bomb was discovered at Honeywell Incorporated in Wauwatosa, Wisconsin, United States.  This incident was believed to be linked to the many bombings perpetrated by revolutionary leftists in the Milwaukee, Wisconsin area during this time period.",1,Left-Wing Militants,217
"7/0/1970: Unknown perpetrators set a fire at St. Ann's Church in Boston, Massachusetts, United States.  There were no casualties but the blaze caused $5,000 in damages.  This is believed to be part of a campaign to scare Whites out of the Dorchester area.",1,Black Nationalists,217
,3,Unknown,30
"7/1/1970: Members of the Revolutionary Force Seven threw a pipe bomb through the back door of the Inter-American Defense Board building in Washington D.C., United States.  There were no casualties but the chauffeur room and a bathroom were damaged.",1,Revolutionary Force Seven,217
"7/1/1970: Unknown perpetrators bombed a classroom in the University of California's Center for East Asian Studies in Berkeley, California, United States.  There were no casualties but the building sustained $7,000 in damages.",1,Student Radicals,217
,1,Revolutionary Force Seven,217
,1,Revolutionary Force Seven,217
,1,Revolutionary Force Seven,217
,1,Revolutionary Force Seven,217
"7/2/1970: Suspected Black Panthers bombed the Components Concept Corporation, a Black-owned business in Omaha, Nebraska, United States.  There were no casualties but the building was destroyed and equipment within the building was damaged.",1,Black Panthers,217
"7/2/1970: Tommy L. Harper, an African American, was killed when a bomb that he was carrying prematurely exploded when he was one hundred feet away from the Compton Police Station in California, United States.  It is suspected that he was attempting to bomb the police station.  Windows were shattered at a building and automobile that were in the vicinity of the explosion.",1,Black Nationalists,217
"7/3/1970: Unknown perpetrators placed a bomb outside of the apartment of New York State Supreme Court Justice Jawn A. Sandifer in Manhattan, New York, United States.  The bomb was discovered inside a shopping bag at the door of the apartment by a maintenance employee and subsequently dismantled by the bomb squad.  Justice Sandifer and his family were vacationing in New Jersey at the time of the incident.",1,White extremists,217
"7/3/1970: Unknown perpetrators bombed the University Federal Savings and Loan Building in Seattle, Washington, United States.  There were no casualties but the building sustained $3,000 in damages.",1,Seattle Liberation Front,217
,1,Unknown,217
"7/4/1970: Gerard Malloy tossed a Molotov cocktail at an Army truck stationed at Fort Hamilton in New York, United States.  There were no casualties but the vehicle was badly damaged.",1,Left-Wing Militants,217
"7/4/1970: Fred Loyd Hayes and Kenneth Ray McMaster placed twenty seven nitroglycerine explosives underneath buses stationed at the Longview school district maintenance yard in Longview, Texas, United States.  Attached to a common detonator, the bombs exploded simultaneously, damaging a total of thirty three buses at a cost of around $100,000.  There were no casualties.  Hayes and McMaster carried out the bombing to prevent the busing of African Americans to recently desegregated schools.",1,White extremists,217
"7/4/1970: Unknown perpetrators threw a pipe bomb through the garage window of Ben Maidenburg's house in Akron, Ohio, United States.  Maidenburg was the publisher of the Akron Beacon Journal.  There were no casualties but the blast caused $10,000 in damages.",1,Unknown,217
"7/4/1970: Unknown perpetrators bombed the Long Beach Democratic Committee headquarters in Long Beach, New York, United States.  There were no casualties and it is unknown if the headquarters sustained any damages.",1,Unknown,217
"7/4/1970: Two youths were hired by Frank Thurber, a member of a union affiliated with the striking Typographical Union, shot and killed Allan W. Daly at his home in San Francisco, California, United States.  Daly was a non-striking member of the San Rafael Independent Journal.",1,Strikers,217
"7/5/1970: Unknown perpetrators placed a total of eleven firebombs underneath five police radio cars in the parking lot of a police station in Queens, New York United States.  The firebombs, which failed to explode due to faulty fuses, were discovered by a patrolman on security duty and were removed.",1,Black Nationalists,217
,1,"Weather Underground, Weathermen",217
,1,Unknown,217
,1,Unknown,217
,1,Unknown,217
"7/8/1970: Gaylen Alexander and Billy Joel Oglesby detonated an explosive device in a dynamite warehouse owned by the Atlas Powder Company in Oneonta, Alabama, United States.  The blast ignited two-thousand cases of dynamite stored at the warehouse destroying the building.  There were no casualties but windows were shattered at buildings within an eight mile radius of the warehouse.",1,Unknown,217
"7/8/1970: Unknown perpetrators threw a Molotov Cocktail into a home that housed two printers for the strike-bound San Rafael Independent Journal in Petaluma, California, United States.  Six people escaped from the house without injury but the interior of the house was damaged.",1,Strikers,217
,8,Unknown,362
"7/9/1970: Unknown perpetrators set a fire in the Selective Service office in Des Plaines, Illinois, United States.  The fire, however, extinguished itself and only a desk and table were destroyed.",1,Left-Wing Militants,217
,3,Unknown,45
,2,Rebel Armed Forces of Guatemala (FAR),83
"7/11/1970: Unknown White perpetrators fired shotgun blasts indiscriminately into a crowd of African American youths in New Bedford, Massachusetts, United States.  Lester Lima was killed and Kim Holland, Randall Robinson, and Gordon Ribiro were wounded.  This attack sparked widespread rioting by the African American community of New Bedford.",1,White extremists,217
,1,Unknown,217
"7/14/1970: Unknown perpetrators threw two Molotov cocktails and bricks into the Tri-City Human Relations Council building in Chicago, Illinois, United States.  There were no casualties and the building sustained only minor damages.  The council was involved in an anti-discrimination lawsuit against various housing developers and real estate brokers in Chicago.",1,Black Nationalists,217
"7/14/1970: Unknown perpetrators firebombed a Marine Corp Recruiting Booth in New York City, United States. There were no casualties and it is unknown if the recruiting booth sustained any damages.",1,Left-Wing Militants,217
"7/16/1970: The offices of the Southeast Community Organization of Chicago, Illinois, United States were firebombed by unknown perpetrators.  There were no casualties and it is unknown if the building sustained any damages.  This incident took place two days after the Tri-City Human Relations Council building in Chicago was firebombed.",1,White extremists,217
"7/16/1970: Unknown perpetrators firebombed a Marine Corps Recruiting Office in Brooklyn, New York, United States.  There were no casualties and it is unknown if the recruiting office sustained any damages.",1,Left-Wing Militants,217
"7/16/1970: Unknown perpetrators firebombed the Dakota County Selective Service Office in St. Paul, Minnesota, United States.  There were no casualties and it is unknown if the Selective Service office sustained any damages.",1,Left-Wing Militants,217
"7/17/1970: Chicago police officers Tony Rizzato and James Severin were killed by snipers while patrolling an open area at the Mother Cabrini Homes project in Chicago, Illinois, United States.  Two African Americans, Johnnie Veal and George Knights, were convicted of the murders.",1,Black Nationalists,217
"7/18/1970: Unknown perpetrators bombed the Broadway Savings Bank in Manhattan, New York, United States.  There were no casualties but windows and glass doors were shattered.",1,Left-Wing Militants,217
"7/20/1970: Suspected Black nationalists firebombed the Crown Heights Jewish Community Council in Brooklyn, New York, United States.  There were no casualties, however, the building was heavily damaged.",1,Black Nationalists,217
,3,Ejercito de Liberacion Nacional (Bolivia),26
,1,Unknown,217
"7/21/1970: Two cars being prepared for delivery to the New York Police Department were bombed in Queens, New York, United States.  There were no casualties, but both cars sustained damages.  A crudely made Vietcong flag was discovered at the scene.",1,Left-Wing Militants,217
"7/21/1970: Suspected revolutionary leftists  bombed a truck at the South Side Reserve Headquarters in Milwaukee, Wisconsin, United States.  There were no casualties but the blast caused minor damage.  There were many other bombings in the Milwaukee area during this time period.",1,Left-Wing Militants,217
,8,Arabs,78
"7/22/1970: Suspected revolutionary leftists bombed a fuel line at the Wisconsin Petroleum Terminal Corporation in Jones Island, Wisconsin, United States.  There were no casualties but twelve thousand gallons of fuel oil leaked out of the pipe and around eighteen windows on the premises were shattered.  There were many other bombings in the Milwaukee, Wisconsin area during this time period.",1,Left-Wing Militants,217
"7/22/1970: Unknown perpetrators firebombed an Army Recruiting Trailer in Camden, New Jersey, United States.  There were no casualties and it is unknown if the trailer was damaged.",1,Left-Wing Militants,217
,2,Sandinista National Liberation Front (FSLN),145
"7/23/1970: Unknown perpetrators, located on the Grove-Shafter Freeway, threw a bomb at the California Highway Patrol office in Oakland, California, United States.  The bomb landed fifty feet away from the building and created a small hole in the ground.",1,Left-Wing Militants,217
,3,Unknown,30
"7/24/1970: Members of the Jewish Defense League failed in their attempts to firebomb a Black Community Center in Brooklyn, New York, United States.  This incident occurred four days after the Crown Heights Jewish Community Council in Brooklyn was firebombed by suspected African American militants.",1,Jewish Defense League (JDL),217
,1,Unknown,217
,1,American Servicemen's Union (ASU),217
,1,"Weather Underground, Weathermen",217
,1,American Servicemen's Union (ASU),217
,1,American Servicemen's Union (ASU),217
"7/27/1970: In a series of related attack, unknown perpetrators bombed the Armed Forces Police Station in San Francisco, California, United States.  There were no casualties but the bomb created a five inch hole in the office of the commanding officer and shattered windows at the army base.",1,Left-Wing Militants,217
"7/27/1970: In a series of related attack, unknown perpetrators bombed a historic Nike missile located at the Army Presidio in San Francisco, California, United States.  There were no casualties but the bomb caused minor damages.",1,Left-Wing Militants,217
,3,Tupamaros (Uruguay),218
,1,Unknown,217
,8,GAC,185
,1,"Weather Underground, Weathermen",217
,1,Black Panthers,217
,3,Tupamaros (Uruguay),218
,3,Tupamaros (Uruguay),218
,3,Tupamaros (Uruguay),218
,3,Revolutionary Armed Forces- Argentina (FAR-A),11
"7/31/1970: Unknown perpetrators fired shotgun blasts at the house of the first African American family to move into a White neighborhood in Charlotte,North Carolina, United States.  There were no casualties but it is uknown if the house was damaged.",1,White extremists,217
,8,South Moluccans,142
,1,"Weather Underground, Weathermen",217
,8,Croatian Nationalists,21
"8/2/1970: Unknown perpetrators taped a bomb to a police car driven by Officer Robert F. Maloney in Berkeley, California, United States.  The bomb exploded, rupturing the gasoline tank, and sending flames twenty five feet up into the air.  Officer Maloney was able to escape the vehicle unharmed but the car was destroyed.",1,Black Nationalists,217
"8/5/1970: Suspected revolutionary leftists bombed a research laboratory of the Wisconsin Motors Division of Continental Motors Corporation in Milwaukee, United States.  There were no casualties but the bomb caused $10,000 in damages to the laboratory.  There were many other bombings in the Milwaukee area during this time period.",1,Left-Wing Militants,217
,3,Unknown,11
,1,Unknown,217
"8/6/1970: Police Officer Richard Huerta was shot dead by Emile Thompson, a Black nationalist, while he was sitting in his car writing out a traffic ticket in San Jose, California, United Station.",1,Black Nationalists,217
,9,SFT,499
"8/7/1970: Unknown perpetrators threw a Molotov cocktail through the door window of a Selective Service Office in Dundalk, Maryland, United States.  There were no casualties but the damages to the building and draft records amounted to about $600.",1,Left-Wing Militants,217
,1,Jonathan Jackson Brigade,217
,3,Peronist Armed Forces (FAP),11
"8/10/1970: Four members of the White Panthers Party threw three firebombs through the windows of Oregon's Selective Service Headquarters in Portland, United States.  There were no casualties but the resulting fire caused around $1,000 of damage to furniture within two offices.",1,White Panther Party,217
,8,Irish Republican Army (IRA),603
,9,Unknown,499
,9,Unknown,499
"8/15/1970: John Thomas was shot to death in his car in West Point, Mississippi, United States.  Thomas was a civil rights activist who previously led the campaign of a Black mayoral candidate.  The shooter, Seth Stanley, a White male, was found not guilty by means of self defense by an all-White jury.",1,White extremists,217
,1,Black Panthers,217
"8/17/1970: Unknown perpetrators placed twenty sticks of dynamite in an a federal office building housing the Armed Forces Examination Center in Minneapolis, Minnesota, United States.  The resulting explosion knocked a night watchman unconscious and caused an estimated $500,000 in damage to the building.  Windows were shattered at buildings within a one block radius of the explosion.",1,Left-Wing Militants,217
"8/18/1970: Members of the Jewish Defense League failed in their attempts to firebomb a Black Community Center in Brooklyn, New York, United States.  This incident occurred a month after the Crown Heights Jewish Community Council in Brooklyn was firebombed by suspected African American militants.",1,Jewish Defense League (JDL),217
,3,Tupamaros (Uruguay),218
,1,Revolutionary Action Party,217
"8/20/1970: Stuart W. Baker Jr. and John Jefferson Rimes firebombed a Selective Service Office located in a Masonic Temple in Reisterstown, Maryland, United States.  There were no casualties but seven thousand draft records were destroyed or damaged and $300 worth of office equipment was also destroyed.",1,Left-Wing Militants,217
"8/20/1970: Police Officer Ronald T. Tsukamoto was shot and killed by an unknown perpetrator in Berkeley, California, United States.  While writing a ticket for a motorcyclist, a man walked up to Officer Tsukamoto and shot him  twice with a revolver.  The perpetrator immediately jumped in a car driven by an African American male and sped away.",1,Black Nationalists,217
,3,Tupamaros (Uruguay),218
"8/21/1970: Unknown perpetrators placed a timed firebomb in the hallway of Emerald Hall at the University Oregon in Eugene, United States.  After the firebomb ignited, the sprinkler system of the building immediately put out the blaze.  However, the building sustained around $2,750 in damages caused mainly by the water from the sprinkler system.",1,Student Radicals,217
"8/22/1970: Gary Hogan, a suspected member of the Black Panthers Party, placed two time bombs in Dayton's Department Store in St. Paul, Minnesota, United States.  The first bomb detonated severely injuring one woman and causing damages to the restroom.  The second bomb, ten times more powerful that the first, was discovered and disarmed outside of the restroom by police.  It is believed that the second bomb was intended to kill police officers responding to the scene of the first bomb.",1,Black Panthers,217
"8/22/1970: Unknown perpetrators firebombed a National Guard truck stationed at an armory in Baltimore, Maryland, United States.  There were no casualties and it is unknown if there were any damages.",1,Left-Wing Militants,217
,1,New Year's Gang,217
,1,Unknown,130
"8/25/1970: Unknown revolutionary leftists tossed a Molotov cocktail into the Police Headquarters in Burlington, Massachusetts, United States.  The only Police Officer on duty, Ronald I. Glejzer, escaped without injury however the building was destroyed.",1,Left-Wing Militants,217
,9,Unknown,499
"8/27/1970: Unknown perpetrators placed an incendiary device connected to a detonator on the window ledge of a kitchen within the John F. Kennedy School of Government at Harvard University in Cambridge, Massachusetts, United States.  The device was discovered and subsequently disarmed.",1,Student Radicals,217
"8/28/1970: Two explosive charges were set off at the G. W. Bullick School in Rocky Mount, North Carolina, United States.  The school was scheduled to be integrated.  There were no casualties in the attack and the school sustained minor damage.",1,White extremists,217
"8/28/1970: Unknown perpetrators firebombed the National Guard Armory in Walnut Creek, California, United States.  There were no casualties and it is unknown if the armory was damaged.",1,Left-Wing Militants,217
,1,Revolutionary Action Party,217
,1,Unknown,217
"8/28/1970: Unknown perpetrators firebombed a municipal court building in Walnut Creek, California, United States.  There were no casualties and it is unknown if the building was damaged.",1,Left-Wing Militants,217
"8/29/1970:  Unknown perpetrators placed a bomb in front of the California Highway Patrol office in Santa Fe Springs, California, United States.  The bomb was discovered and subsequently disarmed.",1,Left-Wing Militants,217
,1,Revolutionary Action Party,217
"8/30/1970: Unknown perpetrators threw a Molotov cocktail through the window of the R.O.T.C. building at the University of Georgia in Athens, United States.  The resulting fire was put out almost immediately by the sprinkler system, however, one classroom sustained minor water damage.",1,Student Radicals,217
,10,Turkish People's Liberation Army,209
,10,Palestinians,102
,3,Tupamaros (Uruguay),218
,1,"Weather Underground, Weathermen",217
,8,Unknown,78
"9/2/1970: Unknown perpetrators, stationed in a car, threw a bomb into an unoccupied police vehicle that was located in a predominantly African American neighborhood in San Francisco, California, United States.  There were no casualties but the car was extensively damaged.",1,Black Nationalists,217
"9/2/1970: In a series of two incidents that were possibly part of a multiple attack, unknown perpetrators detonated a bomb at the Ford Motor Company's plant in Milpitas, California, United States.  There were no casualties but windows in the front lobby were shattered.",1,Left-Wing Militants,217
"9/3/1970: In a series of two incidents that were possibly part of a multiple attack, unknown perpetrator detonated a bomb at the General Motors Company's plant in Fremont, California, United States.  There were no casualties but a total of twenty-seven windows were shattered.",1,Left-Wing Militants,217
"9/3/1970: Unknown perpetrators placed three large homemade bombs near the statue of Edward Hull Crump at Overton Park in Memphis, Tennessee, United States.  The bombs were discovered and subsequently removed by the police.",1,Unknown,217
,1,Unknown,217
,3,Tupamaros (Uruguay),218
,8,Irish Republican Army (IRA),603
"9/4/1970: Suspected revolutionary leftists attempted to bomb the Lakeside Laboratories in Milwaukee, Wisconsin, United States.  The main charge of the bomb failed to detonate.  This incident was believed to be linked to the many bombings in the Milwaukee area during this time period.",1,Left-Wing Militants,217
"9/4/1970: Unknown perpetrators threw a bomb at the Orange County Courthouse in Santa Ana, California, United States.  The device failed to explode.",1,Left-Wing Militants,217
"9/5/1970: Don Clayton McMain threw a hand grenade simulator into the DeWitt Police Station in DeWitt, Iowa, United States.  Two police officers were injured and the building sustained minor damages.",1,Black Nationalists,217
"9/5/1970: Unknown perpetrators bombed a restroom adjacent to District Attorney's Evelle J. Younger office at the Hall of Justice in Los Angeles, California, United States.  The Hall of Justice was the site where Charles Manson and three others were on trail for murdering Sharon Tate, Leno LaBianca, and Rosemary LaBianca.  There were no casualties, however the building sustained an estimate $10,000 in damages.",1,Left-Wing Militants,217
,8,Popular Front for the Liberation of Palestine (PFLP),362
,8,Popular Front for the Liberation of Palestine (PFLP),199
,8,Popular Front for the Liberation of Palestine (PFLP),142
,8,Popular Front for the Liberation of Palestine (PFLP),142
"9/6/1970: Ernest J. King failed in his attempts to bomb a garage of the Fitchburg Police Station in Fitchburg, Massachusetts, United States.  He was arrested a week later.",1,Unknown,217
,9,Extraparliamentary Opposition (APO),499
,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
"9/9/1970: Unknown perpetrators failed in their attempts to firebomb the offices of the Kaleidoscope in Madison, Wisconsin, United States.  The Kaleidoscope was an underground newspaper that sympathized with the New Years Gang.",1,Right-wing extremists,217
"9/10/1970: Unknown perpetrators firebombed the R.O.T.C. building at the University of Florida in Gainesville, Florida, United States.  There were no casualties but the resulting fire caused $2,000 in damages.",1,Student Radicals,217
,10,Palestine Liberation Organization (PLO),102
,3,Tupamaros (Uruguay),218
,3,Unknown,11
,8,Jewish Defense League (JDL),603
,3,Tupamaros (Uruguay),218
,3,Tupamaros (Uruguay),218
,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
"9/18/1970: Police Officer William Albert Miscannon was sitting in his police car in Toledo, Ohio, United States, near the headquarters of the Black Panther Party, when an unknown perpetrator walked up to his car and shot the officer three times.  Officer Miscannon was killed and his partner Officer Walter Shaw, who was also sitting in the car, was treated for shock.",1,Black Panthers,217
,1,Welsh Extremists,217
,1,"Weather Underground, Weathermen",217
,3,Tupamaros (Uruguay),218
,1,Unknown,217
,9,Unknown,499
,1,"Weather Underground, Weathermen",217
,3,Tupamaros (Uruguay),218
,1,Unknown,217
,1,Jewish Defense League (JDL),217
,8,Protestant extremists,603
,10,Siah KAL,94
"10/1/1970: Unknown perpetrators firebombed the campaign headquarters of Parren Mitchell in Baltimore, Maryland, United States.  Mitchell was running in a contentious campaign, attempting to become the first African American Congressman from the state of Maryland.  The were no casualties and the resulting fire caused only minor damages.",1,White extremists,217
,10,Turkish People's Liberation Front (TPLF)(THKP-C),209
"10/2/1970: Unknown perpetrators bombed Prince Lucien Campbell Hall at the University of Oregon in Eugene, United States.  There were no casualties but the building sustained $50,000 in damages.",1,Student Radicals,217
"10/2/1970: Four teenagers, who were members of a Neo-Nazi group, threw four Molotov cocktails and dropped metal grates down a seventy-five foot shaft at a Sewage Pumping Station in Anne Arundel, Maryland, United States.  There were no casualties, but the station sustained $2,000 in damages.  The perpetrators attempted to provoke a racial conflict hoping that the incident would be blamed on African Americans.",1,Neo-Nazi extremists,217
,10,Unknown,209
,10,Turkish People's Liberation Army,209
,1,Front de Liberation du Quebec (FLQ),38
,1,"Weather Underground, Weathermen",217
"10/5/1970: Unknown perpetrators bombed the student union at Bluefield State College in Bluefield, West Virginia, United States.  There were no casualties but the building sustained $15,000 in damages.",1,Student Radicals,217
,10,Turkish People's Liberation Army,209
,1,Unknown,217
,1,Quartermoon Society,217
,1,"Weather Underground, Weathermen",217
,1,"Weather Underground, Weathermen",217
,1,"Weather Underground, Weathermen",217
,3,Tupamaros (Uruguay),218
,8,Students for a Democratic Society (SDS) (German),362
"10/9/1970: A splinter group of Ku Klux Klan claimed credit for blowing up a transmitter of radio station KPFT in Houston, Texas, United States.  KPFT radio gave a platform for people with Communist views.  There were no casualties but the station was knocked of the air.",1,Ku Klux Klan,217
,1,Front de Liberation du Quebec (FLQ),38
,10,Iranians,94
"10/10/1970:  The Weathermen bombed a courthouse in the Long Island City section of Queens, New York, United States.  There were no casualties but the building sustained $50,000 in damages.",1,"Weather Underground, Weathermen",217
,1,"Weather Underground, Weathermen",217
,8,Unknown,362
,1,"Weather Underground, Weathermen",217
,3,Tupamaros (Uruguay),218
,3,Tupamaros (Uruguay),218
,3,Tupamaros (Uruguay),218
,3,Tupamaros (Uruguay),218
"10/15/1970: Unknown perpetrators bombed a Police Storefront Center in Kansas City, Missouri, United States.  The Storefront Center was an experimental program focusing on improving relations between police and the African American community of Kansas City.  The building was damaged and Officers Kenneth Fleming and Charles Robinson were injured.",1,Black Nationalists,217
,3,Unknown,11
,8,Unknown,362
,1,Unknown,217
,1,Unknown,217
,3,Unknown,11
"10/20/1970: Black militants set fire to the Veterans of Foreign Wars Building in Cairo, Illinois, United States.  Firefighters were shot at by sniper fire coming from the nearby Pyramid Courts Housing Project and could not begin to put out the fire until the police secured the premises.  There were no casualties but the building was destroyed at a cost of an estimated $60,000.",1,Black Nationalists,217
,12,Croatian Nationalists,14
"10/21/1970: Snipers positioned in and around the Pyramid Court Housing Project, armed with automatic weapons, fired on police headquarters in Cairo, Illinois, United States.  Police fired back in an exchanged that last three hours.  There were no casualties but the police station was hit by hundreds of bullets.",1,Black Nationalists,217
,1,Black Liberation Army,217
,1,National Committee to Combat Fascism,217
,8,Unknown,98
"10/24/1970: Black militants ignited a fire in a White owned grocery store across the street from the Pyramid Courts Housing Project in Cairo, Illinois, United States.  Due to sniper fire, firefighters were unable to get close to the building.  There were no casualties but the store burnt down.",1,Black Nationalists,217
"10/24/1970: Fifteen to eighteen Black militants, dressed in military fatigues and armed with rifles, opened fire on police headquarters in Cairo, Illinois, United States, three separate times during a six hour period.  Police were able to repel each of the three attacks.  One Black militant was injured and one bystander was hit by a stray bullet.  Buildings in the surrounding area were also damaged by bullets.  In response to this attack, the mayor claimed that there was an ""open armed insurrection"" taking place in Cairo.",1,Black Panthers,217
"10/25/1970: Unknown perpetrators sent a mail bomb that exploded at the main post office in Washington D.C., United States.  The bomb caused no damage to the building, but one person was injured.  Minutes after the explosion, an anonymous phone caller told the post office, apparently unaware that the bomb already detonated, to evacuate the building because there was a bomb.  Authorities were unable to determine who the mailbomb was intended for.",1,Unknown,217
,1,Unknown,217
,3,Unknown,11
,10,Turkish People's Liberation Army,209
,8,1st of May Group,603
"10/28/1970: Unknown perpetrators threw five firebombs at the Martin County Courthouse in Stuart, Florida, United States.  Two of the bombs landed inside the building and three of the bombs landed outside the building.  There were no casualties and the building sustained less than $500 in damages.",1,Left-Wing Militants,217
