summary,motive,region,gname,country
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,8,Marxists,69
,,8,Marxists,69
,,10,Unknown,110
,,3,Shining Path (SL),159
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,10,Palestine Liberation Organization (PLO),155
,,10,Palestinians,155
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,10,Palestinians,110
,,10,Palestinians,110
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,M-19 (Movement of April 19),45
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Democratic Revolutionary Alliance (ARDE),145
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Unknown,43
,,10,Palestinians,97
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,3,Unknown,11
,,2,Unknown,83
,,2,Unknown,83
,,2,Unknown,83
,,10,Palestinians,110
,,2,Nicaraguan Democratic Force (FDN),145
,,8,Irish Republican Army (IRA),603
,,2,Nicaraguan Democratic Force (FDN),145
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,8,Basque Fatherland and Freedom (ETA),185
,,3,Unknown,43
,,10,Unknown,110
,,3,M-19 (Movement of April 19),45
,,10,Palestine Liberation Organization (PLO),155
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Commandos,61
,,2,Nicaraguan Democratic Force (FDN),145
,,11,African National Congress (South Africa),183
,,8,Irish Republican Army (IRA),603
,,10,Shia Muslim extremists,110
,,10,Shia Muslim extremists,110
,,8,Irish Republican Army (IRA),603
,,3,Shining Path (SL),159
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,3,Unknown,11
,,3,Unknown,11
,,3,Unknown,11
,,2,Unknown,88
,,10,Unknown,110
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,3,Popular Liberation Army (EPL),45
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,8,Unknown,362
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,10,Unknown,110
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,10,Unknown,110
,,10,Unknown,110
,,10,Palestine Liberation Organization (PLO),110
,,10,Unknown,110
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Democratic Revolutionary Alliance (ARDE),145
,,2,Democratic Revolutionary Alliance (ARDE),145
,,8,Irish Republican Army (IRA),603
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Corsican National Liberation Front (FLNC),69
,,10,Palestine Liberation Organization (PLO),110
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Basque Fatherland and Freedom (ETA),185
,,11,Anti-Government Guerrillas,213
,,8,Irish Republican Army (IRA),603
,,3,Marxists,43
,,10,Palestine Liberation Organization (PLO),110
,,3,Shining Path (SL),159
,,8,Irish Republican Army (IRA),603
,,8,Corsican National Liberation Front (FLNC),69
,,8,Basque Fatherland and Freedom (ETA),185
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,10,Unknown,110
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,10,Unknown,110
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,10,Unknown,110
,,10,Unknown,110
,,3,M-19 (Movement of April 19),45
,,10,Unknown,110
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Revolutionary Organization of People in Arms (ORPA),83
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,3,Unknown,43
,,3,Unknown,43
,,10,Israeli Terrorist Group,97
,,5,Moro National Liberation Front (MNLF),160
,,3,Popular Liberation Army (EPL),45
,,3,National Liberation Army of Colombia (ELN),45
,,10,Unknown,110
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
"1/14/1984: Kenneth Shields, Thomas Spinks, and Michael Donald Bray were convicted of firebombing the Reproductive Care Center in Dover, Delaware, United States.  The abortion clinic was destroyed resulting in over $100,000 in damages.",To protest the practice of abortion and to sabotage abortion facilities operating in Delaware.,1,Army of God,217
,,3,Unknown,11
,,10,Israeli Terrorist Group,97
,,10,Unknown,97
,,10,Palestine Liberation Organization (PLO),110
,,3,Shining Path (SL),159
,,2,Left-Wing Terrorists,61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestinians,110
,,10,Palestine Liberation Organization (PLO),110
,,3,Shining Path (SL),159
,,8,Unknown,98
,,8,Irish Republican Army (IRA),603
,,10,Palestine Liberation Organization (PLO),110
,,3,Shining Path (SL),159
,,2,Revolutionary Organization of People in Arms (ORPA),83
,,2,Revolutionary Organization of People in Arms (ORPA),83
,,2,Revolutionary Organization of People in Arms (ORPA),83
,,2,Revolutionary Organization of People in Arms (ORPA),83
,,2,Revolutionary Organization of People in Arms (ORPA),83
,,2,Revolutionary Organization of People in Arms (ORPA),83
,,3,Shining Path (SL),159
,,3,Unknown,45
,,10,Unknown,110
,,3,Unknown,45
,,10,Hezbollah,110
,,3,M-19 (Movement of April 19),45
,,3,Unknown,45
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,8,Unknown,69
,,8,Unknown,69
,,8,Unknown,69
,,10,Palestine Liberation Organization (PLO),155
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,10,Unknown,110
,,10,Hezbollah,110
,,3,Unknown,45
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Unknown,61
,,2,Unknown,83
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,3,Ana Maria Martinly August 22 Brigade,11
,,10,Unknown,110
,,3,Shining Path (SL),159
,,3,Unknown,159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,8,Irish National Liberation Army (INLA),603
,,2,Unknown,61
,,10,Palestinians,97
,,3,Unknown,196
,,8,Al-Borkan Liberation Organization,98
,,2,Left-Wing Guerrillas,61
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,2,Unknown,61
,,8,Unknown,362
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,10,Palestine Liberation Organization (PLO),110
,,3,Shining Path (SL),159
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Shining Path (SL),159
,,3,Unknown,43
,,8,Irish Republican Army (IRA),603
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,2,Unknown,83
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,2,Nicaraguan Democratic Force (FDN),145
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,8,Martyrs of Baalbek,69
,,8,Irish Republican Army (IRA),603
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,2,Revolutionary Organization of People in Arms (ORPA),83
,,2,Revolutionary Organization of People in Arms (ORPA),83
,,2,Revolutionary Organization of People in Arms (ORPA),83
,,10,Palestine Liberation Organization (PLO),155
,,8,Irish Republican Army (IRA),603
,,10,Palestine Liberation Organization (PLO),110
,,10,Unknown,110
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,2,Unknown,61
,,2,Nicaraguan Democratic Force (FDN),145
,,3,Shining Path (SL),159
,,2,Revolutionary Organization of People in Arms (ORPA),83
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,8,Unknown,69
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,10,Unknown,110
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,1,Unknown,217
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,10,Unknown,97
,,8,Ulster Volunteer Force (UVF),603
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,8,Unknown,603
,,10,Unknown,110
,,10,Palestine Liberation Organization (PLO),110
,,8,Irish Republican Army (IRA),603
,,10,Palestinians,110
,,3,Unknown,11
,,8,Basque Fatherland and Freedom (ETA),185
,,10,Palestinians,110
,,10,Palestinians,110
,,1,United Freedom Front (UFF),217
,,10,Palestinians,155
,,10,Palestine Liberation Organization (PLO),97
,,3,Unknown,43
,,10,Palestine Liberation Organization (PLO),110
"01/30/1984: Two members of The Order (Silent Brotherhood), Bruce Carroll Pierce and Gary Lee Yarbrough, robbed the Washington Mutual Savings Bank at East Sprague Avenue in Spokane, Washington, United States.  In an attempt to divert authorities, they also placed a brown package containing a fake bomb at the Two Swabbies clothing outlet store nearby, and from the Mr. Steak restaurant near the bank, made a warning phone call about the fake bomb to police. At the bank, they handed the teller a note requesting money, which netted them $3,600 from the robbery, of which, $200 was sent to Bob Miles, a racist leader in Michigan, and another $100 given to the Aryan Nation group.  There were no casualties in the incident.","The money was used to finance a race war and revolution against the U.S. government; some of the money was sent to a racial leader and some to another white supremacist group, the Aryan Nation.",1,The Order (Silent Brotherhood),217
,,10,Palestine Liberation Organization (PLO),155
,,8,Irish Republican Army (IRA),603
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,8,Basque Fatherland and Freedom (ETA),69
,,11,Mozambique National Resistance Movement (MNR),137
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,8,Irish Republican Army (IRA),603
,,2,Unknown,83
,,10,Unknown,110
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,6,Tripura National Volunteers (TNV),92
,,10,Palestine Liberation Organization (PLO),110
,,2,Democratic Revolutionary Alliance (ARDE),145
,,2,Democratic Revolutionary Alliance (ARDE),145
,,3,Shining Path (SL),159
,,3,National Liberation Army of Colombia (ELN),45
,,3,National Liberation Army of Colombia (ELN),45
,,3,National Liberation Army of Colombia (ELN),45
,,3,National Liberation Army of Colombia (ELN),45
,,3,National Liberation Army of Colombia (ELN),45
,,8,Irish Republican Army (IRA),603
,,10,Palestine Liberation Organization (PLO),110
,,11,Separatists,195
,,8,Basque Fatherland and Freedom (ETA),185
,,3,Patriotic Command San Jose,11
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,10,Palestine Liberation Organization (PLO),110
,,2,Nicaraguan Democratic Force (FDN),145
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,5,Moro National Liberation Front (MNLF),160
,,8,Jammu and Kashmir Liberation Front,603
,,2,Nicaraguan Democratic Force (FDN),145
,,11,African National Congress (South Africa),183
,,2,Caribbean Revolutionary Alliance (ARC),81
,,2,Caribbean Revolutionary Alliance (ARC),81
,,2,Caribbean Revolutionary Alliance (ARC),81
,,2,Caribbean Revolutionary Alliance (ARC),81
,,2,Caribbean Revolutionary Alliance (ARC),81
,,8,Basque Fatherland and Freedom (ETA),185
,,2,Unknown,83
,,8,Separatists,69
,,10,Unknown,110
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,2,Democratic Revolutionary Alliance (ARDE),145
,,2,Democratic Revolutionary Alliance (ARDE),145
,,8,Basque Fatherland and Freedom (ETA),185
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,10,Khomeini loyalists,110
,,8,Hezbollah,69
,,6,Naga People,92
,,10,Palestine Liberation Organization (PLO),155
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,10,Palestine Liberation Organization (PLO),110
,,2,Democratic Revolutionary Alliance (ARDE),145
,,2,Democratic Revolutionary Alliance (ARDE),145
,,2,Democratic Revolutionary Alliance (ARDE),145
,,8,Anti-Terrorist Liberation Group (GAL),69
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Separatists,69
,,8,Separatists,69
,,8,Yellow Organization of Air Force Officers,78
,,8,Yellow Organization of Air Force Officers,78
,,8,Yellow Organization of Air Force Officers,78
,,8,Anti-Terrorist Liberation Group (GAL),185
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,8,Abu Nidal Organization (ANO),69
,,3,Shining Path (SL),159
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,M-19 (Movement of April 19),45
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Rebel Armed Forces of Guatemala (FAR),83
,,10,Palestine Liberation Organization (PLO),110
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Separatists,69
,,10,Unknown,110
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,5,New People's Army (NPA),160
,,8,Irish Republican Army (IRA),603
,,8,Turks,78
,,10,Palestine Liberation Organization (PLO),110
,,3,Unknown,43
,,3,Defenders of the Fatherland,43
,,8,Unknown,362
,,10,Palestinians,97
,,5,New People's Army (NPA),160
,,10,Unknown,110
,,11,Sudanese mostly Christian rebels,195
,,2,Unknown,83
,,3,Defenders of the Fatherland,43
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Rebel Armed Forces of Guatemala (FAR),83
,,8,Irish Republican Army (IRA),603
,,10,Palestine Liberation Organization (PLO),110
,,3,Unknown,43
,,10,Palestine Liberation Organization (PLO),155
,,10,Terror Against Terror,155
,,3,Right-Wing Group,43
,,6,Jammu and Kashmir Liberation Front,153
,,2,Unknown,83
,,2,Unknown,83
,,2,Democratic Revolutionary Alliance (ARDE),145
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Unknown,43
,,10,Palestine Liberation Organization (PLO),110
,,11,Christian extremists,195
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,8,Irish Republican Army (IRA),603
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,4,"Senki (""Battle Flag"")",101
,,8,Basque Fatherland and Freedom (ETA),185
,,10,Unknown,110
,,10,May 15 Organization for the Liberation of Palestine,200
,,2,Democratic Revolutionary Alliance (ARDE),145
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,National Liberation Army of Colombia (ELN),45
,,3,National Liberation Army of Colombia (ELN),45
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Red Brigades Fighting Communist Party (BR-PCC),98
,,6,Sikh Extremists,92
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,3,Shining Path (SL),159
,,3,M-19 (Movement of April 19),45
,,3,M-19 (Movement of April 19),45
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Unknown,185
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,Basque Fatherland and Freedom (ETA),185
,,6,Unknown,92
,,6,Unknown,92
,,8,Irish Republican Army (IRA),603
,,2,Nicaraguan Democratic Force (FDN),145
,,3,M-19 (Movement of April 19),45
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,10,Palestine Liberation Organization (PLO),110
"2/17/1984: Kenneth Shields, Thomas Spinks, and Michael Donald Bray placed anywhere between one and seven pipe bombs against the window of a bank located on the first floor of the building that housed the Hillcrest Clinic in Norfolk, Virginia, United States.  The bombs exploded and shattered the bank's plate-glass windows.  The clinic was not damaged.  A message signed 'AOG' (Army of God) was discovered at the scene.",To protest the practice of abortion and to sabotage abortion facilities operating in Virginia.,1,Army of God,217
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,10,Palestine Liberation Organization (PLO),110
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,2,Democratic Revolutionary Alliance (ARDE),145
,,2,Democratic Revolutionary Alliance (ARDE),145
,,2,Democratic Revolutionary Alliance (ARDE),145
,,8,Basque Fatherland and Freedom (ETA),185
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,10,Palestine Liberation Organization (PLO),110
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,11,National Resistance Movement (NRM),213
,,3,M-19 (Movement of April 19),45
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,6,Unknown,92
,,6,Unknown,92
,,6,Unknown,92
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,6,Sikh Extremists,92
,,6,Unknown,92
,,10,Palestine Liberation Organization (PLO),155
,,10,Palestine Liberation Organization (PLO),155
,,8,Irish Republican Army (IRA),603
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,10,Palestine Liberation Organization (PLO),155
,,2,Guatemalan Labor Party (PGT),83
,,2,Guatemalan Labor Party (PGT),83
,,1,Jewish Direct Action,217
,,10,Palestine Liberation Organization (PLO),97
,,10,Palestine Liberation Organization (PLO),110
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,8,Autonomous Anti-Capitalist Commandos (CAA),185
,,11,National Union for the Total Independence of Angola (UNITA),8
,,11,African National Congress (South Africa),183
,,11,Unknown,183
,,2,Unknown,83
,,3,Popular Liberation Army (EPL),45
,,3,Popular Liberation Army (EPL),45
,,3,Unknown,45
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,10,Palestine Liberation Organization (PLO),155
,,10,Palestine Liberation Organization (PLO),110
,,2,Democratic Revolutionary Alliance (ARDE),145
,,2,Democratic Revolutionary Alliance (ARDE),145
,,3,Shining Path (SL),159
,,10,Palestinians,97
,,3,Unknown,45
,,2,Guerrilla Army of the Poor (EGP),83
,,10,Force 17,110
,,10,Palestine Liberation Organization (PLO),110
,,2,Democratic Revolutionary Alliance (ARDE),145
,,2,Democratic Revolutionary Alliance (ARDE),145
,,8,Anti-Terrorist Liberation Group (GAL),69
,,10,Unknown,94
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,8,Neo-Nazi extremists,362
,,6,Unknown,92
,,6,Sikh Extremists,92
,,10,Israeli Terrorist Group,97
,,10,Palestine Liberation Organization (PLO),110
,,3,Unknown,45
,,3,Unknown,45
,,3,Unknown,45
,,2,Unknown,83
,,2,Unknown,83
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,10,Palestine Liberation Organization (PLO),97
,,11,Unknown,137
,,10,Palestine Liberation Organization (PLO),110
,,3,Shining Path (SL),159
"2/28/1984: Kenneth Shields, Thomas Spinks, and Michael Donald Bray were convicted of firebombing the Prince George's County Reproductive Health Services in College Park, Maryland, United States.  There were no casualties but the building sustained approximately $85,000 in damages.  After the firebombing, one of the perpetrators called the Washington Post and Washington Times claiming the incident on behalf of the Army of God.",To protest the practice of abortion and to sabotage abortion facilities operating in Maryland.,1,Army of God,217
,,11,Unknown,183
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,6,Unknown,92
,,10,Unknown,110
,,3,Unknown,45
,,11,African National Congress (South Africa),183
,,2,Revolutionary Organization of People in Arms (ORPA),83
,,3,Popular Liberation Army (EPL),45
,,3,Popular Liberation Army (EPL),45
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Unknown,43
,,2,Unknown,83
,,2,Unknown,61
,,8,Anti-Terrorist Liberation Group (GAL),69
,,8,Basque Fatherland and Freedom (ETA),185
,,10,Hezbollah,110
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Unknown,45
,,10,Unknown,110
,,3,Unknown,45
,,3,Unknown,45
,,3,Unknown,45
,,3,Unknown,45
,,3,Unknown,45
,,3,Unknown,45
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,3,Death to Kidnappers (MAS),45
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,3,Unknown,45
,,3,Unknown,45
,,3,Unknown,43
,,6,Death Squad,186
,,2,Misurasata Indian Organization,145
,,3,Shining Path (SL),159
,,8,Irish Republican Army (IRA),603
,,3,Unknown,26
,,3,Unknown,43
,,2,Unknown,61
,,2,Unknown,61
,,10,Terror Against Terror,97
,,10,Unknown,110
,,10,Hezbollah,110
,,3,Unknown,43
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,10,Israeli Terrorist Group,155
,,10,Terror Against Terror,155
,,3,Shining Path (SL),159
,,3,Unknown,159
"3/4/1984: Curtis Beseda firebombed the Family Practice Clinic in Bellingham, Washington, United States.  There were no casualties but the building sustained $60,000 in damages.","To protest the practice of abortion and to sabotage abortion facilities operating in Washington.  Specifically, to save the lives of unborn children for the glory of God.",1,Anti-Abortion extremists,217
,,10,Hezbollah,110
,,6,Terrorists,186
,,6,Terrorists,186
,,3,Popular Liberation Army (EPL),45
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Nicaraguan Democratic Force (FDN),145
,,10,Unknown,110
,,10,Palestine Liberation Organization (PLO),110
,,8,Irish Republican Army (IRA),603
,,2,National Anti Communist Commando,61
,,2,Unknown,61
,,2,Nicaraguan Democratic Force (FDN),145
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,3,Unknown,43
,,3,Unknown,59
,,3,Unknown,59
,,3,Unknown,59
,,3,Unknown,59
,,3,Unknown,59
,,3,Unknown,59
,,3,Unknown,59
,,3,Unknown,59
,,3,Unknown,59
,,3,Unknown,59
,,3,Unknown,59
,,3,Unknown,59
,,3,Unknown,59
,,3,Unknown,59
,,10,Abu Nidal Organization (ANO),97
,,10,Unknown,110
,,2,Unknown,83
,,2,Unknown,83
,,2,Unknown,83
,,2,Unknown,83
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,8,Irish Republican Army (IRA),603
,,2,Nicaraguan Democratic Force (FDN),145
,,3,Shining Path (SL),159
,,8,Irish Republican Army (IRA),603
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,8,Irish Republican Army (IRA),603
,,10,Hezbollah,110
,,8,Irish Republican Army (IRA),603
,,8,Qaddafi loyalists,603
,,8,Qaddafi loyalists,603
,,8,Qaddafi loyalists,603
,,11,Idriss Miskine Group,42
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
