index,ME_NA,claimed,year_2003,mil_barr,pol_check,pol_build,rel_place,util_elec,gov_polit,terr_nonstate,mil_check,explo_vehicle,explo_unknown,firearm_unknown,firearm_rifle,explo_project,explo_other,firearm_handgun,claim_internet,claim_note,claim_personal,ishostkid,Iraq,Afghanistan,India,Columbia,Syria,motive,motive2,topic1,topic2
1906,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources noted that Al-Shabaab had given telecommunication companies 15 days to suspend operations or else be viewed as ""working with the enemy.""","['note', 'shabaab', 'give', 'compani', 'day', 'suspend', 'oper', 'view', 'work', 'enemi']",0.06232202425599098,0.9376779794692993
1907,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,The attack was connected to the insurgency in Iraq against US and Iraqi forces.,"['connect', 'insurg', 'iraq', 'iraqi', 'forc']",0.8216059803962708,0.17839400470256805
1912,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,To kill an LTTE Chief,"['kill', 'ltte', 'chief']",0.13766631484031677,0.8623337149620056
1917,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and stated that the victims were police informants and were involved in extortion activities.,"['communist', 'parti', 'india', 'maoist', 'maoist', 'claim', 'respons', 'victim', 'polic', 'inform', 'involv', 'extort', 'activ']",0.04248123988509178,0.9575187563896179
1921,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources noted that Sheikh Idris Mohamed Abu Shama had been encouraging those in his refugee camp to boycott the upcoming elections, scheduled for April 2015.","['note', 'sheikh', 'idri', 'moham', 'shama', 'encourag', 'refuge', 'camp', 'boycott', 'upcom', 'elect', 'schedul', 'april']",0.10196946561336517,0.8980305790901184
1922,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,"The specific motive is unknown; however, a similar kidnapping the previous month was perpetrated because of Iran's support for the Syrian government.","['similar', 'kidnap', 'previous', 'month', 'perpetr', 'iran', 'support', 'syrian', 'govern']",0.08393893390893936,0.9160611033439636
1923,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The specific motive for the attack is to mark the first anniversary of the death of Mapuche Indian activist gunned down by police on 20080103.,"['mark', 'anniversari', 'death', 'mapuch', 'indian', 'activist', 'gun', 'polic']",0.06507816910743713,0.9349218010902405
1924,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources posited that the attack was carried out because residents had removed Boko Haram flags from the town.","['posit', 'carri', 'resid', 'remov', 'boko', 'haram', 'flag', 'town']",0.10758662223815918,0.8924133777618408
1925,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,The specific motive for the attack was to intimidate the Hasanya village administration.,"['intimid', 'hasanya', 'villag', 'administr']",0.32206636667251587,0.6779335737228394
1926,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, a source speculates that Al-Shabaab sympathizers may have executed the attack in retaliation for a recent security operation against Al-Shabaab in Somalia.","['sourc', 'specul', 'shabaab', 'sympath', 'execut', 'retali', 'recent', 'secur', 'oper', 'shabaab', 'somalia']",0.05894249305129051,0.9410575032234192
1927,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"The specific motive is unknown; however, sources speculated that the attack, which targeted a predominately Shiite area, is part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shiite communities.","['predomin', 'shiit', 'area', 'larger', 'trend', 'sectarian', 'violenc', 'pakistan', 'major', 'sunni', 'minor', 'shiit', 'communiti']",0.9608661532402039,0.03913382440805435
1928,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources suspected that the attack may have been carried out in response to Hezbollah's increased involvement in Syria.","['suspect', 'carri', 'respons', 'hezbollah', 'increas', 'involv', 'syria']",0.09642843902111053,0.903571605682373
1933,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"The specific motive is unknown; however, sources suspected that the attack was carried out because people were opposed to Ecopetrol's hiring practices and wanted the company to hire more local people.","['suspect', 'carri', 'peopl', 'oppos', 'ecopetrol', 'hire', 'practic', 'want', 'compani', 'hire', 'local', 'peopl']",0.07640905678272247,0.9235909581184387
1934,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,It is suspected that this attack is part of a campaign of violence following the instillation of Abou Tourab as the head of the GIA.,"['suspect', 'campaign', 'violenc', 'follow', 'instil', 'abou', 'tourab', 'head']",0.15912318229675293,0.8408768177032471
1938,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,"The Taliban claimed responsibility for the incident and stated that the attack was carried out in retaliation for the United States (US) and North Atlantic Treaty Organization (NATO) forces dropping leaflets with images that were an ""insult to the Islamic creed.""","['taliban', 'claim', 'respons', 'carri', 'retali', 'unit', 'state', 'north', 'atlant', 'treati', 'organ', 'nato', 'forc', 'drop', 'leaflet', 'imag', 'insult', 'islam', 'creed']",0.04169737175107002,0.9583026170730591
1940,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,Al-Qa ida in Iraq stated that this string of attacks were in revenge for violent acts committed against Sunnis in the country.,"['iraq', 'string', 'attack', 'reveng', 'violent', 'act', 'commit', 'sunni', 'countri']",0.587489664554596,0.41251036524772644
1941,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,To spread fear and violence throughout Kurdish civilians in Iraq.,"['spread', 'fear', 'violenc', 'kurdish', 'civilian', 'iraq']",0.8875465989112854,0.11245337873697281
1947,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources speculated that the attack may be part of a larger trend of violence related to Pakistan's general election, scheduled to be held on May 11th, 2013.","['larger', 'trend', 'violenc', 'relat', 'pakistan', 'general', 'elect', 'schedul', 'hold']",0.9416691064834595,0.0583309531211853
1949,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources suspected that the attack may have been related to a larger trend of sectarian violence in Pakistan.","['suspect', 'relat', 'larger', 'trend', 'sectarian', 'violenc', 'pakistan']",0.9302867650985718,0.06971323490142822
1951,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"The specific motive for the attack is unknown; however, Taliban spokesman Zabiullah Mujahid claimed responsibility for the attack, saying that two important French nationals were the main targets of the attack.","['taliban', 'spokesman', 'zabiullah', 'mujahid', 'claim', 'respons', 'say', 'import', 'french', 'nation', 'main', 'target']",0.07076457887887955,0.9292353987693787
1952,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"The specific motive is unknown; however, sources suspected that the attack, which targeted members of the Sunni community, may have been part of a larger trend of sectarian violence between Iraq's minority Sunni and majority Shiite communities.","['suspect', 'member', 'sunni', 'communiti', 'larger', 'trend', 'sectarian', 'violenc', 'iraq', 'minor', 'sunni', 'major', 'shiit', 'communiti']",0.9632190465927124,0.036780912429094315
1955,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The attack was carried out to avenge the killing of six of their members in the area four months ago.,"['carri', 'aveng', 'kill', 'member', 'area', 'month']",0.097049780189991,0.9029502272605896
1958,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"The specific motive is unknown; however, sources speculated that the attack, which targeted a Shiite Turkmen rally, is part of a larger trend of sectarian violence between Iraq's Sunni minority and Shiite majority communities.","['shiit', 'turkmen', 'ralli', 'larger', 'trend', 'sectarian', 'violenc', 'iraq', 'sunni', 'minor', 'shiit', 'major', 'communiti']",0.9621771574020386,0.03782288357615471
1967,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,The Taliban claimed responsibility for the incident and stated that the attack was carried out in retaliation for the death of six Taliban members earlier that month.,"['taliban', 'claim', 'respons', 'carri', 'retali', 'death', 'taliban', 'member', 'earlier', 'month']",0.06903261691331863,0.930967390537262
1968,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, a source indicates that the incident is part of a larger pattern of ethnic and sectarian violence between the Muslim Junkun and Christian Tarok groups.","['sourc', 'indic', 'larger', 'pattern', 'ethnic', 'sectarian', 'violenc', 'muslim', 'junkun', 'christian', 'tarok', 'group']",0.5338029265403748,0.46619704365730286
1970,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Abu Qaqa, a spokesperson for Boko Haram, claimed the attack in an email sent to journalists, stating that Sokoto was targeted because many Boko Haram members are imprisoned there.","['qaqa', 'spokesperson', 'boko', 'haram', 'claim', 'email', 'send', 'journalist', 'state', 'sokoto', 'boko', 'haram', 'member', 'imprison']",0.8328598141670227,0.1671402007341385
1972,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"HAMAS claimed that the attack was to kill Zionists, avenge all the martyrs and defend the al-Aqsa mosque.","['hama', 'claim', 'kill', 'zionist', 'aveng', 'martyr', 'defend', 'aqsa', 'mosqu']",0.06318511068820953,0.9368148446083069
1973,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Specific motive is unknown; however, authorities had received information that suicide bombers were attempting to enter Karachi in order to disrupt the month of Muharram.","['author', 'receiv', 'inform', 'suicid', 'bomber', 'attempt', 'enter', 'karachi', 'order', 'disrupt', 'month', 'muharram']",0.057531628757715225,0.9424683451652527
1974,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"The specific motive is unknown; however, sources suspected that the attack, which targeted a predominately Shiite area, may have been part of a larger trend of sectarian violence between Iraq's Sunni minority and Shiite majority communities.","['suspect', 'predomin', 'shiit', 'area', 'larger', 'trend', 'sectarian', 'violenc', 'iraq', 'sunni', 'minor', 'shiit', 'major', 'communiti']",0.9630060791969299,0.03699392452836037
1981,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"Sheikh Aziz Mohammed Faraj, head of the Obaid clan, was the leader of a local militia that was fighting al-Qaeda, which is suspected to be the motive behind the killing.","['sheikh', 'aziz', 'moham', 'faraj', 'head', 'obaid', 'clan', 'leader', 'local', 'militia', 'fight', 'qaeda', 'suspect', 'kill']",0.042545415461063385,0.9574546217918396
1986,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Attack NATO reconstruction effort in Afghanistan,"['nato', 'reconstruct', 'effort', 'afghanistan']",0.1264943778514862,0.8735055923461914
1989,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,"The specific motive is unknown; however, sources noted that the attack followed Prime Minister Narendra Modi's visit to Pakistan in order to renew peace talks between Pakistan and India.","['note', 'follow', 'prime', 'minist', 'narendra', 'modi', 'visit', 'pakistan', 'order', 'renew', 'peac', 'talk', 'pakistan', 'india']",0.073081836104393,0.9269181489944458
1992,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"The specific motive is unknown; however, sources speculated that the attack, which targeted Shiite pilgrims, is part of a larger trend of sectarian violence between Iraq's Sunni minority and Shiite majority communities.","['shiit', 'pilgrim', 'larger', 'trend', 'sectarian', 'violenc', 'iraq', 'sunni', 'minor', 'shiit', 'major', 'communiti']",0.958938717842102,0.04106127843260765
1993,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"This incident was in protest of the anniversary of the signing of the post-Franco constitution, which made the Basque country a part of Spain.","['protest', 'anniversari', 'sign', 'post', 'franco', 'constitut', 'basqu', 'countri', 'spain']",0.09289848804473877,0.9071015119552612
1997,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,"The specific motive is unknown; however, according to an Egyptian security source, the perpetrators executed the kidnapping in order to secure the release of four prisoners being held in Alexandria.","['accord', 'egyptian', 'secur', 'sourc', 'perpetr', 'execut', 'kidnap', 'order', 'secur', 'releas', 'prison', 'hold', 'alexandria']",0.37586405873298645,0.6241359114646912
2002,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources posited that the Tripoli Province of the Islamic State accused the victims of apostasy and ""supporting tyranny.""","['posit', 'tripoli', 'provinc', 'islam', 'state', 'accus', 'victim', 'apostasi', 'support', 'tyranni']",0.06779742985963821,0.9322025179862976
2004,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,UN personnel were targeted because of their involvement in the electoral process in Afghanistan and the second run-off in the presidential election that will occur shortly.,"['personnel', 'involv', 'elector', 'process', 'afghanistan', 'second', 'presidenti', 'elect', 'occur', 'short']",0.12772952020168304,0.8722705245018005
2008,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Part of a GSPC campaign to destabilize Algeria by setting up fake roadblocks to terrorize citizens and murder individuals identified as belonging to the Algerian security forces.,"['gspc', 'campaign', 'destabil', 'algeria', 'set', 'fake', 'roadblock', 'terror', 'citizen', 'murder', 'individu', 'identifi', 'belong', 'algerian', 'secur', 'forc']",0.04276907816529274,0.9572309851646423
2009,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Ehsanullah Ehsan, a spokesperson for the Tehrik-i-Taliban Pakistan (TTP), claimed responsibility for the attack and stated that it was carried out in revenge for the death of commander Baitullah Mehsud in a United States (US) drone strike in 2009 and for the 2011 raid, which killed Al-Qa ida leader Osama bin Laden.","['ehsanullah', 'ehsan', 'spokesperson', 'tehrik', 'taliban', 'pakistan', 'claim', 'respons', 'carri', 'reveng', 'death', 'command', 'baitullah', 'mehsud', 'unit', 'state', 'drone', 'strike', 'raid', 'kill', 'leader', 'osama', 'lade']",0.03677039593458176,0.9632295966148376
2011,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,To take out the leadership of the Kuki Revolutionary Army,"['leadership', 'kuki', 'revolutionari', 'armi']",0.11930815875530243,0.8806918263435364
2014,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources speculated the attack may be related to the parliamentary elections taking place on June 25, 2014.","['relat', 'parliamentari', 'elect', 'take', 'place', 'june']",0.8751116394996643,0.1248883605003357
2015,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,It is suspected that the attack was carried out targeting the families of soldiers who were present in the shopping center at the time of the blast.,"['suspect', 'carri', 'famili', 'soldier', 'present', 'shop', 'center', 'time', 'blast']",0.08856076002120972,0.9114392399787903
2016,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,"The specific motive is unknown; however, sources suspected that the attack, which targeted a predominately Shiite area, may have been part of a larger trend of sectarian violence between Iraq's Sunni minority and Shiite majority communities.","['suspect', 'predomin', 'shiit', 'area', 'larger', 'trend', 'sectarian', 'violenc', 'iraq', 'sunni', 'minor', 'shiit', 'major', 'communiti']",0.9630029201507568,0.03699712082743645
2019,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"The Taliban claimed responsibility and stated that it was meant as a warning message for United States (US) Defense Secretary Chuck Hagel, who arrived in Afghanistan a day earlier.","['taliban', 'claim', 'respons', 'mean', 'warn', 'messag', 'unit', 'state', 'defens', 'secretari', 'chuck', 'hagel', 'arriv', 'afghanistan', 'earlier']",0.8581963777542114,0.14180363714694977
2022,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,An unknown group claimed responsibility for the incident and stated that the attack was carried out in response to forest officials' refusal to give the group food.,"['group', 'claim', 'respons', 'carri', 'respons', 'forest', 'offici', 'refus', 'group', 'food']",0.06815782189369202,0.9318422079086304
2025,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident and stated that the attack was carried out in retaliation to security forces killing members of the TTP.,"['tehrik', 'taliban', 'pakistan', 'claim', 'respons', 'carri', 'retali', 'secur', 'forc', 'kill', 'member']",0.07224834710359573,0.9277516007423401
2027,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,"The specific motive is unknown; however, sources stated that the Taliban carried out the attack in order to take control of Kunduz city.","['taliban', 'carri', 'order', 'control', 'kunduz', 'citi']",0.08909045904874802,0.9109095335006714
2028,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,"ETA's stated motive was to attack the club for dealing with drugs, but the Regional Police argue that ETA meant to target the disco's owner, whose brother was killed in an ETA car bombing in August.","['club', 'deal', 'drug', 'region', 'polic', 'argu', 'mean', 'disco', 'owner', 'brother', 'kill', 'bomb', 'august']",0.05049721151590347,0.9495028257369995
2030,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shiite communities.","['suspect', 'larger', 'trend', 'sectarian', 'violenc', 'pakistan', 'major', 'sunni', 'minor', 'shiit', 'communiti']",0.9542026519775391,0.04579737409949303
2031,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,"The specific motive for the attack is unknown; however, the attack took place hours after a memorial service for hostages and officers killed in a church attack two days prior. Furthermore, the militants claimed that the attacks were the beginning of more attacks to come against Shiite Muslims.","['take', 'place', 'hour', 'memori', 'servic', 'hostag', 'offic', 'kill', 'church', 'day', 'prior', 'furthermor', 'milit', 'claim', 'attack', 'begin', 'attack', 'come', 'shiit', 'muslim']",0.053012002259492874,0.9469879865646362
2032,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,The police vehicle was targeted in the attack becuase the assailants were trying to escape the police.,"['polic', 'vehicl', 'becuas', 'assail', 'tri', 'escap', 'polic']",0.07592615485191345,0.9240738749504089
2035,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Sanaa Province of the Islamic State claimed responsibility for the incident and stated that the attack was carried out as an act of retaliation against Huthis.,"['sanaa', 'provinc', 'islam', 'state', 'claim', 'respons', 'carri', 'retali', 'huthi']",0.9201596975326538,0.0798402801156044
2039,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"The specific motive is unknown; however, sources speculated that the Islamic State of Iraq and the Levant (ISIL) carried out the attack in revenge for Brigadier General Raghib Ali's role in forcing the group out of Sulaiman Bek area.","['islam', 'state', 'iraq', 'levant', 'isil', 'carri', 'reveng', 'brigadi', 'general', 'raghib', 'role', 'forc', 'group', 'sulaiman', 'area']",0.1591404229402542,0.840859591960907
2042,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Al-Shabaab claimed responsibility for the incident and stated that the Peace Hotel was targeted because many African leaders previously met there to collaborate on the current situation in Somalia.,"['shabaab', 'claim', 'respons', 'peac', 'hotel', 'african', 'leader', 'previous', 'collabor', 'current', 'situat', 'somalia']",0.0519816018640995,0.9480183720588684
2044,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,The attacks were in response to the G-8 summit and the recent arrests of other arsonists.,"['attack', 'respons', 'summit', 'recent', 'arrest', 'arsonist']",0.11650391668081284,0.883496105670929
2049,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,The specific motive for the attack is to intimidate western journalists by attacking the hotels they most often stay at.,"['intimid', 'western', 'journalist', 'attack', 'hotel', 'stay']",0.11793535202741623,0.882064700126648
2055,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"Although the specific motive was unknown, one source speculated that if the ELN was responsible, it was due to frustration over the inability to declare peace with the government because of the actions of militias in the area.  Other sources speculate that as Cali was the site of a big soccer tournament and the Once Caldas were currently guests of the hotel, the bombing was meant to target them.  Sources also speculated that the target might have been the police station across the street from the hotel.","['sourc', 'respons', 'frustrat', 'inabl', 'declar', 'peac', 'govern', 'action', 'militia', 'area', 'cali', 'site', 'soccer', 'tournament', 'calda', 'current', 'guest', 'hotel', 'bomb', 'mean', 'polic', 'station', 'street', 'hotel']",0.026177484542131424,0.9738224744796753
2056,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,"Khalid Masood, an unaffiliated individual, claimed responsibility for the incident and stated that the attack was carried out in retaliation for Western military offensives in the Middle East.","['khalid', 'masood', 'unaffili', 'individu', 'claim', 'respons', 'carri', 'retali', 'western', 'militari', 'offens', 'middl', 'east']",0.9444239735603333,0.05557602271437645
2060,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,"Specific motive is unknown; however, the assailants claimed responsibility for several attacks at the same time, many targeting U.S. troops.","['assail', 'claim', 'respons', 'attack', 'time', 'troop']",0.29368361830711365,0.7063164114952087
2065,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,"A spokesperson for Islamic State of Iraq and the Levant (ISIL) stated that the attacks were in retaliation for the execution of Sunni prisoners on August 19, 2013.","['spokesperson', 'islam', 'state', 'iraq', 'levant', 'isil', 'attack', 'retali', 'execut', 'sunni', 'prison', 'august']",0.9383156895637512,0.061684295535087585
2066,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,The perpetrators were protesting corporate involvement with the Amendment 24 campaign.,"['perpetr', 'protest', 'corpor', 'involv', 'amend', 'campaign']",0.09332120418548584,0.9066787958145142
2069,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,The specific motive for the attack was to demand the release of one of their tribesmen from a prison in southeast Yemen.,"['demand', 'releas', 'tribesmen', 'prison', 'southeast', 'yemen']",0.8953847289085388,0.10461525619029999
2070,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,It is believed that the bomber exploded in order to allow other members of the Liberation Tigers of Tamil Eelam (LTTE) to escape.,"['believ', 'bomber', 'explod', 'order', 'allow', 'member', 'liber', 'tiger', 'tamil', 'eelam', 'ltte', 'escap']",0.05203118175268173,0.9479688405990601
2073,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources noted that several armed tribes and other groups often attack crude export pipelines in order to strengthen their negotiating position with the government.","['note', 'arm', 'tribe', 'group', 'crude', 'export', 'pipelin', 'order', 'strengthen', 'negoti', 'posit', 'govern']",0.8993079662322998,0.10069199651479721
2078,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,The assailant stated that the attack was in retribution for the death of Muslims at the hands of United States military,"['assail', 'retribut', 'death', 'muslim', 'hand', 'unit', 'state', 'militari']",0.8669810891151428,0.13301897048950195
2081,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,The Najd Province of the Islamic State claimed responsibility for the incident and stated that the mosque was targeted for spreading Shiite teachings among Sunnis.,"['najd', 'provinc', 'islam', 'state', 'claim', 'respons', 'mosqu', 'spread', 'shiit', 'teach', 'sunni']",0.945258378982544,0.05474160611629486
2083,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,"The specific motive is unknown; however, sources noted that the targeted wedding party was being held for individuals affiliated with a tribe that opposed the Islamic State of Iraq and the Levant (ISIL).","['note', 'wed', 'parti', 'hold', 'individu', 'affili', 'tribe', 'oppos', 'islam', 'state', 'iraq', 'levant', 'isil']",0.9362336993217468,0.06376625597476959
2088,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Ehsanullah Ehsan, spokesperson for Tehrik-i-Taliban Pakistan (TTP), claimed responsibility for the incident, stating that it was carried out to avenge the death of Baitullah Mehsud's, the former TTP leader, nephew who had been killed by police.","['ehsanullah', 'ehsan', 'spokesperson', 'tehrik', 'taliban', 'pakistan', 'claim', 'respons', 'state', 'carri', 'aveng', 'death', 'baitullah', 'mehsud', 'leader', 'nephew', 'kill', 'polic']",0.039314743131399155,0.9606852531433105
2090,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,"The specific motive is unknown; however, sources suspected that the attack, which targeted a Shiite gathering, may have been part of a larger trend of sectarian violence between Iraq's Sunni minority and Shiite majority communities.","['suspect', 'shiit', 'gather', 'larger', 'trend', 'sectarian', 'violenc', 'iraq', 'sunni', 'minor', 'shiit', 'major', 'communiti']",0.9609207510948181,0.03907923772931099
2093,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"In a letter Sayfien left at his home, he claimed that the attack was a response to the killing of Mahboud Abu Hanoud, a Hamas leader, by Israel.","['letter', 'sayfien', 'leav', 'home', 'claim', 'respons', 'kill', 'mahboud', 'hanoud', 'hama', 'leader', 'israel']",0.8089062571525574,0.19109377264976501
2094,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, witnesses speculate that the attacks were carried out in support of a dawn to dusk strike, or hartal, occurring that day and called by an 18-party alliance led by the Bangladesh Nationalist Party (BNP).","['wit', 'attack', 'carri', 'support', 'dawn', 'dusk', 'strike', 'hartal', 'occur', 'call', 'parti', 'allianc', 'bangladesh', 'nationalist', 'parti']",0.07613248378038406,0.9238675236701965
2096,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,The specific motive for the attack was to intimidate the Parvan provincial government.,"['intimid', 'parvan', 'provinci', 'govern']",0.12810496985912323,0.8718950152397156
2097,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,The specific motive for the attack was to intimidate civilians from joining the military.,"['intimid', 'civilian', 'join', 'militari']",0.14914488792419434,0.8508551716804504
