index,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,motive2,topic1,topic2
9864,201402160002,2014,2,16,,0,,60,Egypt,10,Middle East & North Africa,South Sinai,Taba,29.492057,34.895225,1.0,0,,"02/16/2014: A suicide bomber detonated near a tour bus carrying South Korean Christian tourists in Taba, South Sinai governorate, Egypt. At least five people, including the assailant, were killed and 14 others were wounded as a result of the blast. Ansar Bayt al-Maqdis (Ansar Jerusalem) claimed responsibility for the attack, stating that it was part of their economic war against the government.",1,1,1,0.0,,,0.0,1,1,3,Bombing/Explosion,,,,,18,Tourists,96.0,Tour Bus/Van,Unknown,Tour Bus,184.0,South Korea,,,,,,,,,,,,,,,,,Ansar Bayt al-Maqdis (Ansar Jerusalem),,,,,,Ansar Bayt al-Maqdis (Ansar Jerusalem) claimed responsibility for the incident and stated that the attack was carried out in order to sabotage the economic interests of the government.,0.0,,,0,1.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,A suicide bomber equipped with a 5-10 kg explosive belt was used in the attack.,5.0,0.0,1.0,14.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A bus was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Islamists claim Egypt bus bomb blast,"" BBC, February 18, 2014.","""Egyptian PM says terrorists aim to undermine the political roadmap,"" Jerusalem Post, February 18, 2014.","""Egypt militants claim Sinai tourist bus attack,"" The Daily Star Online, February 18, 2014.",START Primary Collection,1,1,1,1,,"[u'ansar', u'bayt', u'maqdi', u'ansar', u'jerusalem', u'claim', u'respons', u'carri', u'order', u'sabotag', u'econom', u'interest', u'govern']",0.049665577709674835,0.9503344297409058
9869,201402190028,2014,2,19,,0,,110,Lebanon,10,Middle East & North Africa,Beirut,Beirut,33.861984,35.489986,1.0,0,The incident occurred in the Bir Hassan neighborhood.,"02/19/2014: A suicide bomber in an explosive-laden vehicle detonated at the Iranian Cultural Center in Beirut city, Beirut governorate, Lebanon. This was one of two nearly simultaneous attacks targeting the cultural center. At least 11 people, besides the assailants, were killed and at least 128 people were injured across both attacks. The Abdullah Azzam Brigades claimed responsibility for the incident and stated that the attack was carried out in retaliation to Hezbollah and Iran's involvement in the Syrian conflict. The group also demanded that their members be released from Lebanese prisons.",1,1,1,0.0,,,1.0,1,1,3,Bombing/Explosion,,,,,14,Private Citizens & Property,81.0,Museum/Cultural Center/Cultural House,Iranian Cultural Center,Cultural Center,94.0,Iran,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,110.0,Lebanon,,,,,,,,,Abdullah Azzam Brigades,,,,,,Abdullah Azzam Brigades claimed responsibility for the incident and stated that the attack was carried out in retaliation to Hezbollah and Iran's involvement in the Syrian conflict and demanded that the group's members be released from Lebanese prisons.,0.0,,,0,1.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,,7.0,0.0,1.0,64.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Several nearby buildings were damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201402190028 and 201402190029. Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Beirut bombings toll rises to 11: official news agency,"" Agence France Presse -- English, February 21, 2014.","""Ethiopian worker's death raises Beirut bombing toll,"" The Daily Star (Lebanon), February 21, 2014.","""EU to support Lebanon, after explosions in Beirut,"" New Europe, February 20, 2014.",START Primary Collection,0,1,1,1,"201402190028, 201402190029","[u'abdullah', u'azzam', u'brigad', u'claim', u'respons', u'carri', u'retali', u'hezbollah', u'iran', u'involv', u'syrian', u'conflict', u'demand', u'group', u'member', u'releas', u'lebanes', u'prison']",0.033001627773046494,0.9669983386993408
9870,201402190029,2014,2,19,,0,,110,Lebanon,10,Middle East & North Africa,Beirut,Beirut,33.861984,35.489986,1.0,0,The incident occurred in the Bir Hassan neighborhood.,"02/19/2014: A suicide bomber in an explosive-laden vehicle detonated at the Iranian Cultural Center in Beirut city, Beirut governorate, Lebanon. This was one of two nearly simultaneous attacks targeting the cultural center. At least 11 people, besides the assailants, were killed and at least 128 people were injured across both attacks. The Abdullah Azzam Brigades claimed responsibility for the incident and stated that the attack was carried out in retaliation to Hezbollah and Iran's involvement in the Syrian conflict. The group also demanded that their members be released from Lebanese prisons.",1,1,1,0.0,,,1.0,1,1,3,Bombing/Explosion,,,,,14,Private Citizens & Property,81.0,Museum/Cultural Center/Cultural House,Iranian Cultural Center,Cultural Center,94.0,Iran,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,110.0,Lebanon,,,,,,,,,Abdullah Azzam Brigades,,,,,,Abdullah Azzam Brigades claimed responsibility for the incident and stated that the attack was carried out in retaliation to Hezbollah and Iran's involvement in the Syrian conflict and demanded that the group's members be released from Lebanese prisons.,0.0,,,0,1.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,An explosive-packed vehicle was used in the attack.,6.0,0.0,1.0,64.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Several nearby buildings were damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201402190028 and 201402190029. Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Beirut bombings toll rises to 11: official news agency,"" Agence France Presse -- English, February 21, 2014.","""Ethiopian worker's death raises Beirut bombing toll,"" The Daily Star (Lebanon), February 21, 2014.","""EU to support Lebanon, after explosions in Beirut,"" New Europe, February 20, 2014.",START Primary Collection,0,1,1,1,"201402190028, 201402190029","[u'abdullah', u'azzam', u'brigad', u'claim', u'respons', u'carri', u'retali', u'hezbollah', u'iran', u'involv', u'syrian', u'conflict', u'demand', u'group', u'member', u'releas', u'lebanes', u'prison']",0.033006701618433,0.9669933319091797
9877,201402220030,2014,2,22,,0,,110,Lebanon,10,Middle East & North Africa,Beqaa,Hermel,34.396358,36.38662,1.0,0,,"02/22/2014: A suicide bomber driving an explosives-laden vehicle detonated at a Lebanese Army checkpoint on Al-Assi Bridge at the entrance to Hermel city, Beqaa governorate, Lebanon. In addition to the bomber, three people, including one civilian, were killed and at least 15 people, including several civilians, were injured. Both the Al Nusra Front in Lebanon, as sub-group of Al Nusra Front, and the Abdullah Azzam Brigades claimed responsibility for the incident and stated that the attack was in response to Hezbollah involvement in Syria.",1,1,1,0.0,,,0.0,1,1,3,Bombing/Explosion,,,,,4,Military,36.0,Military Checkpoint,Lebanese Army,Checkpoint,110.0,Lebanon,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilian,110.0,Lebanon,,,,,,,,,Al-Nusrah Front,Al-Nusrah Front in Lebanon,Abdullah Azzam Brigades,,,,Al-Nusrah Front claimed responsibility for the incident and stated that the attack was carried out in retaliation to Hezbollah's involvement in Syria.,0.0,0.0,,0,-99.0,0.0,1.0,7.0,"Posted to website, blog, etc.",1.0,10.0,Unknown,,,,1.0,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,An explosives- laden vehicle packed with 125 kg of explosives,4.0,0.0,1.0,15.0,0.0,0.0,1,4.0,Unknown,-99.0,"Several nearby buildings, shops, and vehicles were damaged in this attack.",0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Al-Qaida group claims Lebanese army suicide attack,"" Associated Press International, February 23, 2014.","""Army picks up the pieces after deadly bomb,"" Lebanon Daily Star, February 23, 2014.","""Lebanon's army target of ""terrorist attacks"": president,"" Xinhua News Agency, February 23, 2014.",START Primary Collection,0,1,0,1,,"[u'nusrah', u'claim', u'respons', u'carri', u'retali', u'hezbollah', u'involv', u'syria']",0.06378050893545151,0.9362195134162903
9881,201402240001,2014,2,24,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1.0,0,,"02/24/2014: A suicide bomber detonated an explosives-laden vest outside of the Iranian consulate in Peshawar city, Khyber Pakhtunkhwa province, Pakistan. In addition to the suicide bomber, three Frontier Constabulary personnel were killed and ten other people were wounded in the blast. An unknown number of explosive devices were discovered in the suicide bomber's vehicle and safely defused following the attack. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident and stated that they would continue to attack Iranian installations and members of the Shia community.",1,1,1,0.0,,,0.0,1,1,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,Iranian Ministry of Foreign Affairs,Consulate,94.0,Iran,3.0,Police,24.0,Police Checkpoint,Frontier Constabulary (FC),Checkpost,153.0,Pakistan,,,,,,,,,Tehrik-i-Taliban Pakistan (TTP),Mast Gul Group,Jundallah (Pakistan),,,,Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident and stated that they would continue to attack Iranian installations and members of the Shiite community.,0.0,0.0,,0,1.0,0.0,1.0,8.0,Personal claim,1.0,10.0,Unknown,,,,1.0,6,Explosives,15.0,Vehicle,6.0,Explosives,13.0,Suicide (carried bodily by human being),6.0,Explosives,7.0,Grenade,,,,,A grenade and a suicide vest containing six kilograms of explosives as well as a vehicle containing 60 kilograms of explosives attached to a timer were all used in the attack.,4.0,0.0,1.0,10.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,The Iranian Consulate building was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Two killed in suicide attack outside Iranian consulate in Pakistan,"" Reuters, February 24, 2014.","""Pakistan Finds Iran guards  kidnappers hideout,"" Trend News Agency, February 25, 2014.","""Pakistan: Peshawar suicide bombing: FC thwarts attack on Iranian diplomat's house,"" The Express Tribune Online, February 25, 2014.",START Primary Collection,0,1,1,1,,"[u'tehrik', u'taliban', u'pakistan', u'claim', u'respons', u'continu', u'iranian', u'instal', u'member', u'shiit', u'communiti']",0.05783340334892273,0.9421665668487549
9916,201403140027,2014,3,14,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Saraband,33.93573,71.48751800000002,1.0,0,The incident occurred in the Bata Tal area of the city.,"03/14/2014: A suicide bomber detonated explosives near a a police Armored Personnel Carrier (APC) at the Tela Band Bazaar in Saraband village, Khyber Pakhtunkhwa province, Pakistan. In addition to the suicide bomber, 12 people were killed and 50 others were wounded in the blast. Ahmed Mansoor, a spokesperson for Ahrar-ul-Hind, claimed responsibility for the incident and stated that such attacks would continue until Sharia law was implemented in Pakistan.",1,1,1,0.0,,,0.0,1,1,3,Bombing/Explosion,,,,,3,Police,23.0,Police Patrol (including vehicles and convoys),Pakistani Police,Armored Personnel Carrier (APC),153.0,Pakistan,14.0,Private Citizens & Property,74.0,Marketplace/Plaza/Square,Tela Band Bazaar,Bazaar,153.0,Pakistan,,,,,,,,,Tehrik-i-Taliban Pakistan (TTP),Ahrar-ul-Hind,,,,,"Ahmed Mansoor, a spokesperson for Ahrar-ul-Hind, claimed responsibility for the incident and stated that such attacks would continue until Sharia law was implemented in Pakistan.",0.0,,,0,1.0,0.0,1.0,2.0,Call (post-incident),,,,,,,,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,An eight to ten kilogram explosive suicide vest constructed from four mortar shells was used in the attack.,13.0,0.0,1.0,50.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,An unknown number of vehicles were damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this attack conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""19 killed in two bomb   attacks   in Pakistan,"" Agence France Presse -- English, March 14, 2014.","""Pakistan: Police prepare initial report of Peshawar blast,"" Right Vision News, March 17, 2014.","""Pakistan: Sarband bombing death toll reaches 12,"" The News Online, March 16, 2014.",START Primary Collection,0,0,0,0,,"[u'ahm', u'mansoor', u'spokesperson', u'ahrar', u'hind', u'claim', u'respons', u'attack', u'continu', u'sharia', u'implement', u'pakistan']",0.0597943440079689,0.9402056336402893
9922,201403160028,2014,3,16,,0,,110,Lebanon,10,Middle East & North Africa,Beqaa,Nabi Othman,34.221798,36.376812,1.0,0,,"03/16/2014: A suicide bomber detonated an explosives-laden vehicle, targeting members of Hezbollah, in Nabi Osman village, Beqaa governorate, Lebanon. In addition to the suicide bomber, two people were killed and 14 others were wounded in the blast. Al-Nusrah Front claimed responsibility for the incident and stated that the attack was carried out in retaliation to Hezbollah's military involvement in Yabrud city, Syria. Liwa Ahrar al-Sunna also claimed responsibility and stated that the attack was in retaliation to Hezbollah's military involvement in Yabrud city, Syria.",1,1,1,0.0,,,0.0,1,1,3,Bombing/Explosion,,,,,22,Violent Political Party,109.0,Party Official/Candidate/Other Personnel,Hizballah,Members,110.0,Lebanon,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,110.0,Lebanon,,,,,,,,,Al-Nusrah Front,Al-Nusrah Front in Lebanon,Liwa Ahrar al-Sunna,,,,"Al-Nusrah Front claimed responsibility for the incident and stated that the attack was carried out in retaliation to Hezbollah's military involvement in Yabrud city, Syria. Liwa Ahrar al-Sunna also claimed responsibility and stated that the attack was in retaliation to Hezbollah's military involvement in Yabrud city, Syria.",0.0,0.0,,0,1.0,0.0,1.0,7.0,"Posted to website, blog, etc.",1.0,7.0,"Posted to website, blog, etc.",,,,1.0,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,A Jeep Grand Cherokee packed with about 20 kilograms of explosive material was used in the attack.,3.0,0.0,1.0,14.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this attack conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""2 dead in Lebanon car bombing: revised toll,"" Agence France Presse -- English, March 17, 2014.","""Lebanon car bomb kills two Hezbollah members: security,"" Agence France Presse -- English, March 16, 2014.","""Suicide car bomb in east Lebanon near Syria border, 4 dead: security,"" Plus News Pakistan, March 17, 2014.",START Primary Collection,0,1,0,1,,"[u'nusrah', u'claim', u'respons', u'carri', u'retali', u'hezbollah', u'militari', u'involv', u'yabrud', u'citi', u'syria', u'liwa', u'ahrar', u'sunna', u'claim', u'respons', u'retali', u'hezbollah', u'militari', u'involv', u'yabrud', u'citi', u'syria']",0.024526381865143776,0.9754736423492432
9925,201403180005,2014,3,18,,0,,4,Afghanistan,6,South Asia,Faryab,Maymana,35.915304,64.750752,1.0,0,,"03/18/2014: A suicide bomber detonated an explosives-laden vest and an explosives-laden rickshaw near police officers at a market in Maymana city, Faryab province, Afghanistan. In addition to the suicide bomber, 17 people were killed and 48 others were wounded in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,1,1,0.0,,,0.0,1,1,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Afghan Police,Headquarters,4.0,Afghanistan,14.0,Private Citizens & Property,74.0,Marketplace/Plaza/Square,Not Applicable,Marketplace,4.0,Afghanistan,,,,,,,,,Taliban,,,,,,"The specific motive is unknown; however, sources noted that the attack occurred ahead of the Nawroz celebration, which was outlawed by the Taliban when they were in power.",0.0,,,0,1.0,0.0,0.0,,,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,The driver wore an explosive suicide vest and an explosives-laden motorized rickshaw was used in the attack.,18.0,0.0,1.0,48.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Unspecified property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Suicide Bomber Kills at Least 16 in Northern Afghanistan,"" The New York Times, March 19, 2014.","""Afghanistan: Militant Group Disrupting Election Activities Arrested in Faryab,"" Pajhwok Afghan News, March 29, 2014.","""3 blasts kill 21 Afghans in 2 days,"" Xinhua News Agency, March 19, 2014.",START Primary Collection,0,0,0,0,,"[u'note', u'occur', u'ahead', u'nawroz', u'celebr', u'outlaw', u'taliban', u'power']",0.9212175011634827,0.07878255099058151
9930,201403200001,2014,3,20,,0,,4,Afghanistan,6,South Asia,Nangarhar,Jalalabad,34.417122,70.44959300000002,1.0,0,,"03/20/2014: An explosives-laden vehicle detonated along with two other explosive devices outside a police station and suicide bombers stormed the station in Jalalabad city, Nangarhar province, Afghanistan. In addition to seven assailants, 11 people were killed and 15 others were wounded in the attack. The Taliban claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,1,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Afghan Police,Police Station,4.0,Afghanistan,,,,,,,,,,,,,,,,,Taliban,,,,,,"The specific motive is unknown; however, sources speculated that the attack was related to the upcoming presidential elections, which were scheduled to take place on April 5th, 2014.",0.0,,,0,7.0,0.0,1.0,4.0,E-mail,,,,,,,,6,Explosives,15.0,Vehicle,6.0,Explosives,13.0,Suicide (carried bodily by human being),6.0,Explosives,16.0,Unknown Explosive Type,,,,,"An explosives-laden vehicle, an explosive device hidden in a motorized rickshaw, an explosive device hidden in a vegetable cart, suicide vests, and firearms were used in the attack.",18.0,0.0,7.0,15.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Several buildings were damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Ten policeman die in Afghan attack,"" BBC, March 20, 2014.","""Taliban Kill 11 Policemen in Eastern Afghanistan,"" Outlook India, March 20, 2014.","""Taliban kill 10 Afghan police in early morning attack,"" FOXNews.com, March 20, 2014.",START Primary Collection,0,0,0,0,,"[u'relat', u'upcom', u'presidenti', u'elect', u'schedul', u'place', u'april']",0.9035372734069824,0.09646278619766235
9931,201403210029,2014,3,21,,0,,95,Iraq,10,Middle East & North Africa,Diyala,Injana,34.483333,44.633333,2.0,0,,"03/21/2014: A suicide bomber detonated an explosives-laden truck and assailants opened fire at a police headquarters, targeting Brigadier General Raghib Ali, in Injana area, Diyala governorate, Iraq. In addition to the suicide bomber, fifteen people were killed and 5 others were wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,0.0,,,0.0,1,1,1,Assassination,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Federal Police,Headquarters,95.0,Iraq,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,95.0,Iraq,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,"The specific motive is unknown; however, sources speculated that the Islamic State of Iraq and the Levant (ISIL) carried out the attack in revenge for Brigadier General Raghib Ali's role in forcing the group out of Sulaiman Bek area.",0.0,,,0,1.0,0.0,0.0,,,,,,,,,,6,Explosives,15.0,Vehicle,5.0,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,Attackers sprayed bullets from firearms and an explosives-laden tanker truck was used in the attack.,16.0,0.0,1.0,5.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A building was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Deadly double bombing rocks Iraq's Tikrit,"" Al Jazeera, March 22, 2014.","""Iraq:   Attacks   Across the Country Leave 37 People Dead,"" The New York Times, March 22, 2014.","""Wave of violence targets Iraq's Sunnis,"" CNN, March 21, 2014.",START Primary Collection,0,1,0,1,,"[u'islam', u'state', u'iraq', u'levant', u'isil', u'carri', u'reveng', u'brigadi', u'general', u'raghib', u'role', u'forc', u'group', u'sulaiman', u'area']",0.042331844568252563,0.957668125629425
9940,201403250004,2014,3,25,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,34.516895,69.14701099999999,1.0,0,The incident occurred in the Darul Aman neighborhood of Kabul.,"03/25/2014: A suicide bomber detonated an explosives-laden vehicle and assailants stormed the Independent Election Commission (IEC) office in Darul Aman neighborhood, Kabul city, Kabul province, Afghanistan. In addition to four assailants, five people were killed and two others were wounded and at least 20 others were taken hostage in the attack. The hostages were rescued the same day. The Taliban claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,1,5,Hostage Taking (Barricade Incident),3.0,Bombing/Explosion,,,2,Government (General),19.0,Election-related,Independent Election Commission (IEC) of Afghanistan,Office,4.0,Afghanistan,,,,,,,,,,,,,,,,,Taliban,,,,,,"The specific motive is unknown; however, sources posited that the Taliban targeted the election office in order to disrupt the upcoming presidential elections, which are scheduled to take place on April 5th, 2014.",0.0,,,0,5.0,0.0,1.0,10.0,Unknown,,,,,,,,6,Explosives,15.0,Vehicle,6.0,Explosives,13.0,Suicide (carried bodily by human being),5.0,Firearms,5.0,Unknown Gun Type,,,,,"An explosive-laden car, suicide vests, and unknown firearms were used in the attack.",9.0,0.0,4.0,2.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A gate was damaged in this attack.,1.0,20.0,0.0,-99.0,,,,0.0,,,,,,5.0,Successful Rescue,20.0,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Gunmen 'attack Afghan election HQ',"" BBC, March 25, 2014.","""17 killed in two attacks in Afghanistan,"" Xinhua News Agency, March 25, 2014.","""Taliban suicide bombings kill 17 in Afghanistan,"" Washington Post, March 25, 2014.",START Primary Collection,0,0,0,0,,"[u'posit', u'taliban', u'elect', u'offic', u'order', u'disrupt', u'upcom', u'presidenti', u'elect', u'schedul', u'place', u'april']",0.9306463003158569,0.06935370713472366
9949,201403280017,2014,3,28,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,34.516895,69.14701099999999,1.0,0,,"03/28/2014: A suicide bomber detonated an explosives-laden vehicle targeting a United States aid organization, Roots of Peace, in Kabul city, Kabul province, Afghanistan. Four other assailants then stormed the building and took hostages. In total, six people were killed, including five assailants, one person was wounded, and at least five hostages were taken and rescued during the incident, which lasted several hours. The Taliban claimed responsibility for the incident, alleging that the establishment also functioned as a church.",1,1,1,0.0,,,0.0,1,1,6,Hostage Taking (Kidnapping),3.0,Bombing/Explosion,2.0,Armed Assault,12,NGO,62.0,International NGO,Roots of Peace,Building,422.0,International,,,,,,,,,,,,,,,,,Taliban,,,,,,The Taliban claimed responsibility and stated that the Roots of Peace building was targeted because it was used as a church to convert Afghans to Christianity.,0.0,,,0,5.0,0.0,1.0,8.0,Personal claim,,,,,,,,6,Explosives,15.0,Vehicle,6.0,Explosives,13.0,Suicide (carried bodily by human being),5.0,Firearms,5.0,Unknown Gun Type,,,,,"An explosive-laden vehicle driven by a suicide bomber, suicide explosive devices, and unknown firearms were used in the attack.",6.0,0.0,5.0,1.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A house was damaged in this attack.,1.0,5.0,3.0,-99.0,,,,0.0,,,,,,5.0,Successful Rescue,5.0,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here. Hostage numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""Foreign guest house in Kabul attacked,"" CNN, March 28, 2014.","""Taliban attack on US guesthouse kills Afghan girl,"" Agence France Presse -- English, March 28, 2014.","""Afghanistan: 10 Foreigners Evacuated after Taliban Attack on Kabul Guest House,"" International Business Times UK, March 28, 2014.",START Primary Collection,0,1,1,1,,"[u'taliban', u'claim', u'respons', u'root', u'peac', u'build', u'church', u'convert', u'afghan', u'christian']",0.0623212493956089,0.9376787543296814
9950,201403290001,2014,3,29,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,34.516895,69.14701099999999,1.0,0,,"03/29/2014: Five assailants attacked a building adjacent to the Independent Election Commission (IEC) headquarters in Kabul city, Kabul province, Afghanistan. One assailant was killed after detonating a suicide vest to gain access to the building while the other four were killed in a firefight with security forces. Two police officers were wounded in the attack. The Taliban claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,1,3,Bombing/Explosion,2.0,Armed Assault,,,2,Government (General),19.0,Election-related,Independent Election Commission (IEC) of Afghanistan,Headquarters,4.0,Afghanistan,3.0,Police,25.0,Police Security Forces/Officers,Afghan Police,Officers,4.0,Afghanistan,,,,,,,,,Taliban,,,,,,"The specific motive is unknown; however, sources speculated that the Taliban targeted the election offices because they were looking to disrupt the upcoming presidential elections, which were scheduled to take place on April 5th, 2014.",0.0,,,0,5.0,0.0,1.0,8.0,Personal claim,,,,,,,,6,Explosives,13.0,Suicide (carried bodily by human being),6.0,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,"A suicide explosive device, rocket-propelled grenades, and automatic firearms were used in the attack.",5.0,0.0,5.0,2.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Several buildings were damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Taliban   Attack   Election Panel Headquarters Before Afghan Voting,"" The New York Times, March 30, 2014.","""Taliban attack Afghan election HQ,"" BBC, March 29, 2014.","""Taliban attack Afghan election HQ in Kabul,"" Agence France Presse -- English, March 29, 2014.",START Primary Collection,0,0,0,0,,"[u'taliban', u'elect', u'offic', u'look', u'disrupt', u'upcom', u'presidenti', u'elect', u'schedul', u'place', u'april']",0.9415831565856934,0.05841681361198425
