summary,motive,region,gname,country
,,1,Unknown,130
,,1,Unknown,130
,,8,Irish Republican Army (IRA),603
"11/26/1973: Black minister, Edward Pace, is shot and killed in his home in Gadsden, Alabama, in the Untied States, by alleged members of the Ku Klux Klan.","The suspected motive for this incident is that the minister was assassinated because he moved into a neighborhood in which blacks and whites were residing together, and he bought his home from whites.  Additionally, sources note that Pace and his family had been receiving threats since they moved to the neighborhood.",1,Ku Klux Klan,217
,,8,Irish Republican Army (IRA),603
,,3,Unknown,11
,,8,Unknown,69
,,8,Irish Republican Army (IRA),603
,,8,Unknown,78
,,1,Unknown,130
,,1,Unknown,217
,,8,Irish Republican Army (IRA),603
,,8,Revolutionary Peoples Army,362
,,10,Palestinians,97
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,3,Unknown,43
,,8,Protestant extremists,603
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,3,Unknown,11
"12/11/1973: White man, Paul Dancik, was shot three times in the chest and killed by bullets from a .32 caliber gun, while standing at a phone booth on Haight Street in the Fillmore neighborhood of San Francisco, California.  Dancik was a drug addict, and had stopped at the home of a drug dealer in a neighboring project, but the dealer was not home.  Dancik then stopped to use the payphone, at which point he was approached by black men, J.C. Simon and Manuel Moore, who shot him.  Moore was hiding in nearby bushes.  Dancik collapsed on the pavement about 20 feet away from the phone booth.   A third perpetrator, Anthony C. Harris, was waiting in the car for the other two perpetrators.  The perpetrators were black muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the fourth in a series of 20 attacks (with 23 victims) on random whites by black muslims who came to be known as the Zebra Killers.","While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",1,Zebra killers,217
"12/13/1973: White woman, Marietta DiGirolamo was walking south on Divisadero Street toward Haight Street in San Francisco, California, in the United States, just after 9:00pm, looking for her boyfriend, when she was approached by an African American man, who grabbed her and pushed her into the doorway of a barbershop, at which point DiGirolamo yelled at him.  The perpetrator then shot her with a .32 caliber gun, two times in the chest, and once in the back as she spun around from the impact of the first two bullets.  DiGirolamo died before any witnesses could call an ambulance.  The specific perpetrators are unknown; but, it is suspected that J.C. Simon and Manuel Moore were responsible for this murder, as it occurred less than two hours after the assault on Art Agnos and it was later discovered that this was the sixth in a series of 20 attacks  (with 23 victims) on random whites by black muslims who came to be known as the Zebra Killers.  The perpetrators were black muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.","While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",1,Zebra killers,217
"12/13/1973: White man and prominent San Francisco politician, Arthur Agnos was shot outside at 991 Wisconsin Street in Potrero Hill in San Francisco, California, in the United States while engaged in conversation with a friend and two women after a meeting discussing the possibility of a new government-funded health care clinic in the community.  Agnos was shot two times in the back by an African American man who was standing about fifteen feet away.  The .32 caliber bullets caused serious injuries to Agnos' lungs, spleen and kidneys, but he survived the attack. The perpetrators were J.C. Simon and Manuel Moore; a third perpetrator, Anthony Harris, was waiting for the other two in a black Cadillac parked at Wisconsin Street and 22nd, from where he watched the assault.  The perpetrators were black muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the fifth in a series of 20 attacks (with 23 victims) on random whites by black muslims who came to be known as the Zebra Killers.","While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",1,Zebra killers,217
,,8,Unknown,69
,,3,Unknown,222
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Black September,98
,,8,Unknown,98
,,8,Irish Republican Army (IRA),603
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Irish Republican Army (IRA),603
"12/21/1973: White woman, Theresa DeMartini, was driving home to her apartment at the border of Haight-Ashbury and Fillmore in San Francisco, California, in the United States, just before 10:00pm, when she spotted an African American man double parked on the 600 block of Central Avenue where she parked her own car.  While she was parking her 1965 Mustang, DeMartini noticed another black man walk up the  man in the double-parked car, and then start walking toward her as she left her car and began to walk to her apartment.  When the man reached DeMartini's gas tank, he pulled a gun out of his pocket and shot at her 4 times.  The first three bullets hit DeMartini, with the third striking her spine and paralyzing her.  The fourth shot, aimed at her head, missed DeMartini as she collapsed to the ground.  As she yelled, another car then drive toward DeMartini in an attempt to kill her, but she rolled herself under the Mustang to dodge the .32 caliber bullets, and thus survived.  The specific perpetrators of this incident are unknown; however, it is suspected that Larry Green was involved in the incident as witnesses at the scene of the crime provided a car description that matched Green's Dodge Dart.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the eighth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.","While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",1,Zebra killers,217
"12/20/1973: White man, Ilario Bertuccio, was killed while walking home from work in San Francisco, California in the United States.  As he neared the corner of  Bancroft Avenue and Phelps Street, about a half mile from his home on Goettingen Street, and he was shot by an African American man approaching him outside.  Bertuccio was shot first in his right shoulder, with the bullet passing through his chest; then, three more .32 caliber bullets were shot, each entering Bertuccio's chest, and exiting through his back.  The perpetrators were two African American men, one who shot Bertuccio directly, and another who was waiting in a nearby car.  Although evidence was presented in trial about Bertuccio's murder, no indictments were brought other than the conspiracy charges.  However, based on witness description, it is believed that Manuel Moore and Larry Green were responsible for this incident.  A car matching the description of Green's car, a Dodge Dart, was spotted near the scene of the crime.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the seventh in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.","While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",1,Zebra killers,217
,,3,Unknown,11
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
"12/22/1973: In the United States, white man, Neal Moynihan, was walking on Twelfth Street near the Civic Center, across the street from the Pacific Gas & Electric building, in San Francisco, California, just after 8pm, when he was approached by an African-American man, who shot Moynihan as they crossed paths, once in the face, and once each in the neck and chest.  A fourth shot missed Moynihan as he fell to the ground from the first three shots, and died instantly.  The perpetrator fled by foot on Gough Street, where he took the life of a white woman.  The only witness who was able to identify the killer was a night watchman for Pacific Gas & Electric, and his description of the perpetrator was later matched to Manuel Moore.  It was later discovered that the perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the ninth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.","While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",1,Zebra killers,217
"12/22/1973: In the United States, elderly white woman, Mildred Hosler, was on her way home from work, walking up Gough Street towards a Van Ness bus stop in San Francisco, California, to catch a bus to her home in Ellis, when she was shot five times in the upper body with .32 caliber bullets, by a man who was approaching her from across the street.  According to witnesses, Hosler saw her killer before he saw her, but she failed at trying to evade him, and was killed.  Witness descriptions of the perpetrator were matched to Larry Green.  Hosler was killed less than ten minutes after Neal Moynihan was killed on Twelfth Street.  It was later discovered that the perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the tenth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.","While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",1,Zebra killers,217
"12/23/1973: In the United States, an unknown white, male body, wrapped in canvas and plastic, is found washed up on the beach at Pacheco Street and the Great Highway in San Francisco's Sunset district.  When the bloody and hacked body was retrieved, it was uncovered that the head was practically decapitated where the neck meets the shoulders and the extremities were also gone.  Only the torso was left, and the body was so badly beaten and tortured that it was unidentifiable, leading the police to name it ""Unknown Body #169.""  It was later discovered that this was the body of a man who had been kidnapped by the same black Muslims who committed the .32 caliber killings; the man was stripped naked, tied up, gagged, urinated on, and then subsequently mutilated with a collection of knives, machetes, meat cleavers, and metal cutters. The man's stomach was cut open, and he had been castrated.  This incident is believed to also be one of the Zebra murders, despite the fact that no indictments other than conspiracy charges were brought in this case.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the eleventh in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.","While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",1,Zebra killers,217
,,8,Revolutionary Peoples Army,362
,,8,Protestant extremists,603
,,3,Unknown,11
,,8,Baader-Meinhof Group,362
,,8,Ulster Freedom Fighters (UFF),603
,,1,National Front for the Liberation of Cuba (FLNC),217
,,8,Popular Front for the Liberation of Palestine (PFLP),603
,,8,Unknown,98
,,8,Unknown,185
,,8,Iberian Liberation Movement (MIL),199
,,8,Armed Proletarian Nuclei (NAP),98
,,8,Irish Republican Army (IRA),603
,,8,Red Brigades,98
,,8,Unknown,69
,,8,Unknown,98
,,3,Unknown,26
,,8,Irish Republican Army (IRA),603
,,3,Unknown,11
,,3,Unknown,11
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,8,Protestant extremists,603
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Unknown,69
,,3,Unknown,11
,,8,Unknown,78
,,8,Unknown,98
,,8,Ulster Volunteer Force (UVF),603
,,8,Unknown,98
,,8,Iberian Liberation Movement (MIL),199
,,8,Unknown,98
,,8,Official Irish Republican Army (OIRA),603
,,8,Official Irish Republican Army (OIRA),603
,,3,Unknown,11
,,8,Ulster Volunteer Force (UVF),603
,,8,Irish Republican Army (IRA),603
,,8,Protestant extremists,603
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,1,Unknown,130
,,8,Protestant extremists,603
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Unknown,69
,,8,Unknown,603
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
"01/28/1974: Elderly white man, John Bambic, who neighbors described as a loner, was rummaging through a trash bin on Ninth and Howard Streets in San Francisco, California, in the United States, when he was shot twice in the back by a black man, who fit the same description as the perpetrator of the murders of Tana Smith and Vincent Wollin.  The two .32 caliber gun shots hit Bambic once at the waist level, and once slightly higher up, hitting his heart.  The 84-year-old Bambic then grabbed the man who shot him in an attempt to fight back, until Bambic finally collapsed to his death on the ground.  The perpetrator, later identified by witnesses as J.C. Simon, ran across the street to a gas station where a Cadillac was waiting for him, with two other men inside.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the fourteenth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers, and specifically, the third of 5 attacks on this day.","While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",1,Zebra killers,217
"1/28/1974:  White woman, Jane Holly, was doing her laundry at the Lightning Coin Launderette on Silver Avenue and Brussells Street in San Francisco, California in the United States.  As she was taking clothes out of the dryer, she was approached by a tall, black man who did not hesitate before he shot Holly two times in the back with a .32 caliber gun.  The perpetrators, who were later identified to be J.C. Simon and Manuel Moore, then fled without saying a word, and sped away in Moore's 1969 Cadillac, with Anthony Harris, who was waiting in the car and claims to have not seen the shooting.  Holly, the only white person in the laundromat at the time, died almost instantly from the bullets, one which hit her in the upper back, and the other in her abdomen.  Moore and Simon were charged with Holly's murder.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the fifteenth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers, and specifically, the fourth of 5 attacks on this day.","While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",1,Zebra killers,217
"01/28/1974: In the United States, white man, Vincent Wollin was going about his daily business on his 69th birthday,  on Scott Street between Fulton and Divisadero Streets in San Francisco, California, when he was approached by a man and shot twice in the back.  One of the .32 caliber bullets pierced through Wollin's heart, killing him almost instantly.  Wollin was just two blocks from his home.  This incident occurred just a few minutes after the murder of white woman Tana Smith a few streets away.  No indictment other than the charge of conspiracy was brought on this crime, but authorities believe that J.C. Simon and Manuel Moore were responsible for the murder of Wollin, as witness Anthony Harris described.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the thirteenth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers, and specifically, the second of 5 attacks on this day.","While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",1,Zebra killers,217
"01/28/1974: White woman, Roxanne McMillian, was carrying the last of her moving boxes from her car to her new apartment in Excelsior at 102 Edinburgh in San Francisco, California, United States, when she was approached by a black man, who greeted her and said hello.  She responded with the same and then started up the stairs, at which point the man shot McMillian in the back two times with a .32 caliber gun; the first shot passed through her body, and the second hit her spine, paralyzing her from the waist down as she collapsed to the floor.  McMillian survived the attack, but was left paralyzed for the rest of her life.  She was the only one of the Zebra killers' five victims on this night in late January that survived.  The perpetrators, later identified as J.C. Simon and Manuel Moore, then fled to Moore's Cadillac, where Anthony Harris was waiting for them, and the three sped off.  Both Simon and Moore were accused of the assault in court.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the sixteenth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers and specifically, the last of 5 attacks on this particular day.","While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",1,Zebra killers,217
"01/28/1974: White woman, Tana Smith, was waiting at a bus stop at the corner of Geary Boulevard and Divisadero Street in San Francisco, California, United States, when she was approached by an African American man and shot two times in the back, from about fifteen feet away.  Smith died almost instantly, from the .32 caliber gun shot wounds.  The perpetrator fled on foot, but was later identified by eye-witnesses to be J.C. Simon.  Anthony C. Harris, witness for the prosecution during the trial, said that he was back at the car waiting for Simon and Manuel Moore to return, after he heard the gunshots. Both Simon and Moore were accused of the murders in trial. The perpetrators were black muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the twelfth in a series of 20 attacks (with 23 victims) on random whites by black muslims who came to be known as the Zebra Killers, and specifically, the first of 5 attacks on this day.","While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",1,Zebra killers,217
,,1,Unknown,38
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Protestant extremists,603
,,8,Irish Republican Army (IRA),603
,,5,Japanese Red Army (JRA),178
,,8,Ulster Freedom Fighters (UFF),603
,,2,Unknown,61
,,11,Unknown,29
,,8,Unknown,69
,,1,Unknown,130
,,1,Unknown,130
,,1,Unknown,130
,,6,Muslim Guerrillas,153
,,8,Irish Republican Army (IRA),603
"02/03/1974: Unknown perpetrator(s) placed an explosive device under a police vehicle in Laurel, Maryland, United States.  The device was dismantled by a technician from the Maryland State Fire Marshall's Office. There were no casualties, nor property damage.",Unknown,1,Unknown,217
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,1,Black Muslims,217
,,1,Symbionese Liberation Army (SLA),217
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Ulster Volunteer Force (UVF),603
,,10,Popular Front for the Liberation of Palestine (PFLP),106
,,8,Baader-Meinhof Group,362
,,1,Unknown,130
,,8,Ulster Freedom Fighters (UFF),603
,,8,Unknown,362
,,8,Unknown,362
,,10,Jewish Defense League (JDL),97
,,10,Jewish Defense League (JDL),97
,,10,Jewish Defense League (JDL),97
,,8,Ulster Freedom Fighters (UFF),603
,,8,Irish Republican Army (IRA),603
,,8,Ulster Freedom Fighters (UFF),603
,,8,Breton Liberation Front (FLB),69
,,8,Irish Republican Army (IRA),603
,,8,Ulster Volunteer Force (UVF),603
,,8,Ulster Freedom Fighters (UFF),603
,,8,International Revolutionary Action Group (GARI),69
,,8,People's Resistance Organized Army,78
,,1,Unknown,130
,,1,Unknown,130
,,1,Unknown,130
,,8,Irish Republican Army (IRA),603
"02/24/1974: Suspected Chicano radicals bomb Flatiron Elementary School in Boulder, Colorado, United States, causing thousands of dollars worth of damage. It is unknown whether there were any casualties.  This event occurred during a time of fear and racial tension in the Boulder metropolitan area.","Unknown; however, during this time, there was fear and racial tensions in the area.",1,Chicano Radicals,217
,,8,Ulster Volunteer Force (UVF),603
"03/00/1974: The police department at the University of Colorado in Boulder in the United States is bombed, causing $8,000 in damage.  There were no casualties in this incident.  It is suspected that Chicano activists were responsible for the explosion and that the bombing is related to the bombing of the Boulder Courthouse, just 8 minutes later (197403000002). The explosions came during a time of racial tensions in Colorado, especially in Denver and Boulder, where at least 10 bombings had occurred within the last year, primarily directed at public buildings such as schools, police stations, and courthouses.","The explosion came during a time of racial tensions in Colorado, especially in Denver and Boulder, where at least 10 bombings had occurred within the last year, primarily directed at public buildings such as schools, police stations, and courthouses.",1,Chicano Radicals,217
"03/00/1974: In the United States, the Boulder Courthouse in Colorado, is bombed, causing $500 in damages. There were no casualties in this incident.  It is suspected that Chicano activists were responsible for the explosion and that the bombing is related to the blast at the police department at the University of Colorado, just 8 minutes earlier (197403000001). The explosions came during a time of racial tensions in Colorado, especially in Denver and Boulder, where at least 10 bombings had occurred within the last year, primarily directed at public buildings such as schools, police stations, and courthouses.","The explosion came during a time of racial tensions in Colorado, especially in Denver and Boulder, where at least 10 bombings had occurred within the last year, primarily directed at public buildings such as schools, police stations, and courthouses.",1,Chicano Radicals,217
,,8,Unknown,69
,,8,Unknown,69
,,8,Revolutionary Cells,362
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,10,Arabs,110
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,2,Unknown,61
,,10,Mujahedin-e Khalq (MEK),94
"03/07/1974: An empty Shell Oil Company storage tank was bombed in San Jose, California, United States.  There were no casualties, but it is unknown if any damage occurred from the blast.   A group calling itself the ""Americans for Justice"" claimed responsibility for this attack, and additionally for an attack two days later on a Shell service station in Los Altos, California (197403090001). The group was demanding reductions in gasoline prices.",The group wanted reductions in gasoline prices.,1,Americans for Justice,217
,,1,"Weather Underground, Weathermen",217
"03/07/1974: Unknown perpetrator(s) bombed the state office building in Portland, Oregon, United States.  It is unknown whether there were any casualties or property damage.",Unknown,1,Unknown,217
,,8,Irish Republican Army (IRA),603
"03/09/1974: A Shell Oil service station was bombed in Los Altos, California, United States. There were no casualties, but it is unknown if any damage occurred from the blast.  A group calling itself the ""Americans for Justice"" claimed responsibility for this attack, and additionally for an attack two days earlier on a Shell storage tank in San Jose, California (197403070002).  The group was demanding reductions in gasoline prices.",The group wanted reductions in gasoline prices.,1,Americans for Justice,217
,,8,Irish Republican Army (IRA),603
,,3,Argentine Liberation Front (FAL),11
,,8,Ulster Volunteer Force (UVF),603
,,3,Unknown,222
,,3,Red Flag (Venezuela),222
,,8,Irish Republican Army (IRA),96
,,8,Red Brigades,98
,,8,Irish Republican Army (IRA),603
,,3,Unknown,222
,,8,Irish Republican Extremists,603
,,8,Ulster Volunteer Force (UVF),603
,,8,Irish Republican Army (IRA),603
,,10,Lebanese Socialist Revolutionary Organization,110
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,1,23rd of September Communist League,130
,,8,Irish Republican Army (IRA),603
,,8,Protestant extremists,603
"03/21/1974: Unknown perpetrator(s) bombed an unoccupied police department in Folcroft, Pennsylvania, in the Untied States, causing $5000 in damage. There were no casualties.",Unknown,1,Unknown,217
,,1,People's Liberation Army (Mexico),130
,,8,Corsican National Liberation Front (FLNC),69
,,11,Eritrean Liberation Front,65
,,8,Baader-Meinhof Group,362
,,1,National Front for the Liberation of Cuba (FLNC),130
,,8,Irish Republican Army (IRA),603
,,8,Ulster Volunteer Force (UVF),603
,,3,Unknown,11
,,3,Unknown,11
,,11,Eritrean Liberation Front,65
,,2,National Front for the Liberation of Cuba (FLNC),100
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,2,Rebel Armed Forces of Guatemala (FAR),83
,,8,Irish Republican Army (IRA),603
,,8,Ulster Volunteer Force (UVF),603
,,8,Irish Republican Extremists,603
,,8,Irish Republican Army (IRA),603
,,10,Unknown,94
,,8,Unknown,362
,,8,Ulster Volunteer Force (UVF),603
"04/01/1974: At around 9:00pm, two white Salvation Army cadets, Thomas Rainwater and Linda Story, had just finished a training study period at their school on Laguna Street in San Francisco, California, United States, and decided to walk over to the supermarket on Webster Street for a snack during their break before curfew.  As the two were walking up Geary Boulevard nearing Webster, they were passed by a black man, who then turned around and stopped, and then proceeded to shoot both cadets in their backs twice with his .32 caliber gun as they attempted to run.  The two bullets that hit Story, hit her in the waist (missing her spine), causing her to collapse to the ground, and resulting in the third bullet subsequently missing her altogether. Rainwater died, but Story survived the ordeal.  No nearby witnesses, nor Story, were able to identify the perpetrators, but police officers believe this was yet another attack by the Zebra killers.  This was the seventeenth in a series of 20 attacks (with 23 victims).","While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",1,Zebra killers,217
,,8,Basque Fatherland and Freedom (ETA),185
,,3,Peronist Armed Forces (FAP),11
,,3,Unknown,11
,,8,International Revolutionary Action Group (GARI),69
,,8,Ulster Volunteer Force (UVF),603
,,11,Eritrean Liberation Front,65
,,8,National Front for the Liberation of Cuba (FLNC),185
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,10,"Popular Front for the Liberation of Palestine, Gen Cmd (PFLP-GC)",97
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,5,Unknown,160
,,1,Secret Organization Zero,217
,,8,Unknown,603
,,1,Jewish Defense League (JDL),217
,,8,Irish Republican Army (IRA),603
