region,suicide,gname,country
8,0,Unknown,98
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
1,0,Environmental Life Force,217
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
8,0,Armed Proletarian Groups for Communism,98
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
10,0,Unknown,209
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
8,0,Unknown,98
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Unknown,130
8,0,Unknown,15
8,0,Armed Struggle for Communism,98
8,0,Irish Republican Army (IRA),603
8,0,Corsican National Liberation Front (FLNC),69
10,0,Unknown,209
8,0,Irish Republican Army (IRA),603
8,0,Students,69
8,0,Unknown,98
8,0,Unknown,98
1,0,Jewish Armed Resistance,217
1,0,Luis Boitel Commandos,217
8,0,Unknown,362
8,0,Vyborg Brigade,98
1,0,Unknown,217
1,0,New World Liberation Front (NWLF),217
1,0,New World Liberation Front (NWLF),217
8,0,Avengers of Peiper Group,69
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
10,0,Unknown,209
1,0,Anti-Abortion extremists,217
10,0,Unknown,209
8,0,Unknown,185
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
3,0,Unknown,26
8,0,Unknown,69
8,0,New Partisans Movement,98
10,0,Unknown,209
10,0,Unknown,209
8,0,Unknown,362
5,0,New People's Army (NPA),160
10,0,Unknown,209
8,0,Unknown,98
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
1,0,New World Liberation Front (NWLF),217
8,0,Unknown,362
8,0,Basque Fatherland and Freedom (ETA),185
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
1,0,New World Liberation Front (NWLF),217
8,0,Baader-Meinhof Group,362
10,0,Unknown,209
8,0,Unknown,98
10,0,Unknown,209
8,0,Baader-Meinhof Group,362
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
5,0,New People's Army (NPA),160
8,0,Unknown,362
8,0,Unknown,98
8,0,Territorial Communist Units,98
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
1,0,Jewish Defense League (JDL),217
10,0,Unknown,209
8,0,Irish Republican Army (IRA),603
10,0,Unknown,209
1,0,New World Liberation Front (NWLF),217
10,0,Unknown,209
8,0,Unknown,98
8,0,Unknown,362
10,0,Unknown,209
3,0,Unknown,45
8,0,Irish Republican Army (IRA),603
8,0,Armed Communist Struggle,98
8,0,Armed Communist Struggle,98
1,0,New World Liberation Front (NWLF),217
8,0,Unknown,362
1,0,New World Liberation Front (NWLF),217
8,0,Unknown,162
8,0,Unknown,162
8,0,Unknown,362
8,0,Baader-Meinhof Group,362
3,0,Unknown,45
2,0,Unknown,61
8,0,Unknown,185
8,0,Unknown,185
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
3,0,Revolutionary Armed Forces of Colombia (FARC),45
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Unknown,185
1,0,Luis Boitel Commandos,217
1,0,Luis Boitel Commandos,217
8,0,Irish Republican Army (IRA),96
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
1,0,New World Liberation Front (NWLF),217
8,0,Unknown,162
8,0,Unknown,162
8,0,Unknown,162
8,0,Unknown,162
8,0,Unknown,162
8,0,Unknown,162
8,0,Che Guevara Brigade,98
8,0,Unknown,98
3,0,Unknown,43
3,0,Unknown,43
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Unknown,69
8,0,Proletarian Fighting Brigades,98
1,0,Union of the People (UDP),130
1,0,Union of the People (UDP),130
1,0,Union of the People (UDP),130
1,0,Union of the People (UDP),130
1,0,Union of the People (UDP),130
1,0,Union of the People (UDP),130
1,0,Union of the People (UDP),130
1,0,Union of the People (UDP),130
1,0,Union of the People (UDP),130
1,0,Union of the People (UDP),130
1,0,Union of the People (UDP),130
1,0,Union of the People (UDP),130
8,0,Irish Republican Army (IRA),603
3,0,Unknown,45
3,0,Unknown,45
3,0,Unknown,45
3,0,Unknown,45
3,0,Unknown,45
3,0,Popular Liberation Army (EPL),45
1,0,New World Liberation Front (NWLF),217
2,0,People's Liberation Forces (FPL),61
8,0,Revolutionary Action Front,98
8,0,Irish Republican Army (IRA),603
8,0,Revolutionary Action Front,98
3,0,Revolutionary Armed Forces of Colombia (FARC),45
3,0,National Liberation Army of Colombia (ELN),45
1,0,Luis Boitel Commandos,217
1,0,Luis Boitel Commandos,217
1,0,Luis Boitel Commandos,217
1,0,Luis Boitel Commandos,217
8,0,Revolutionary Action,98
8,0,Argentine Anticommunist Alliance (AAA),185
8,0,Argentine Anticommunist Alliance (AAA),185
3,0,Revolutionary Armed Forces of Colombia (FARC),45
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Tonino Micciche Workers Nucleus,98
3,0,Revolutionary Armed Forces of Colombia (FARC),45
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Canary Islands Independence Movement,185
8,0,Canary Islands Independence Movement,185
8,0,Revolutionary Cells,142
5,0,Pattani United Liberation Organization (PULO),205
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Italian Social Movement (MSI),98
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Red Brigades,98
8,0,Red Brigades,98
8,0,First of October Antifascist Resistance Group (GRAPO),185
8,0,Italian Social Movement (MSI),98
3,0,Unknown,45
6,0,Japanese Red Army (JRA),92
8,0,Communist Fighting Unit,98
2,0,Unknown,83
8,0,Italian Social Movement (MSI),98
3,0,Unknown,45
8,0,Red Brigades,98
3,0,Unknown,45
3,0,National Liberation Army of Colombia (ELN),45
3,0,Unknown,43
3,0,Unknown,45
3,0,Unknown,45
3,0,Unknown,45
8,0,Unknown,98
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Anti-Government Group,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
1,0,Gay Liberation Front,217
8,0,Unknown,98
8,0,Italian Social Movement (MSI),98
8,0,Unknown,69
8,0,Unknown,362
8,0,Organized Proletarian Communists,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Nucleus of the Armed Struggle,98
8,0,Red Brigades,98
1,0,Armenian Secret Army for the Liberation of Armenia,217
8,0,Irish Republican Army (IRA),96
8,0,Commando Adolph Hitler,185
8,0,Universal Liberation Front,142
8,0,Young Brigade of Navarro,185
8,0,Unknown,98
1,0,George Jackson Brigade,217
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Argentine Anticommunist Alliance (AAA),185
8,0,First of October Antifascist Resistance Group (GRAPO),185
8,0,First of October Antifascist Resistance Group (GRAPO),185
8,0,Irish Republican Army (IRA),603
8,0,Basque Fatherland and Freedom (ETA),185
3,0,Unknown,45
8,0,Armed Nucleus for Popular Autonomy,69
8,0,Communist Fighting Unit,98
8,0,Unknown,98
8,0,Unknown,98
10,0,Unknown,209
8,0,Irish Republican Army (IRA),603
1,0,Jewish Armed Resistance,217
1,0,White extremists,217
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Unknown,98
8,0,Unknown,98
8,0,Italian Social Movement (MSI),98
3,0,National Liberation Army of Colombia (ELN),45
8,0,First of October Antifascist Resistance Group (GRAPO),185
8,0,Unknown,98
1,0,New World Liberation Front (NWLF),217
8,0,Universal Liberation Front,142
3,0,National Liberation Army of Colombia (ELN),45
8,0,Red Brigades,98
8,0,Unknown,98
8,0,Armed Struggle for Communism,98
8,0,Unknown,98
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Revolutionary Commandos of the People (CRP),217
1,0,Revolutionary Commandos of the People (CRP),217
1,0,Revolutionary Commandos of the People (CRP),217
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Unknown,98
8,0,Unknown,98
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
1,0,New World Liberation Front (NWLF),217
8,0,Irish Republican Army (IRA),603
3,0,Montoneros (Argentina),11
8,0,Unknown,98
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Canary Islands Independence Movement,185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Prima Linea,98
2,0,Sandinista National Liberation Front (FSLN),145
1,0,George Jackson Brigade,217
8,0,Red Army Faction (RAF),185
8,0,Irish Republican Army (IRA),603
2,0,Sandinista National Liberation Front (FSLN),145
3,0,Unknown,45
8,0,Armed Nucleus for Popular Autonomy,69
8,0,Armed Proletarian Nuclei (NAP),98
8,0,Armed Fighting Nucleus For Communism,98
1,0,George Jackson Brigade,217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Unknown,98
3,0,Unknown,45
8,0,Armed Nucleus for Popular Autonomy,69
8,0,Basque Fatherland and Freedom (ETA),185
3,0,Unknown,45
3,0,Unknown,45
8,0,Prima Linea,98
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Sandinista National Liberation Front (FSLN),145
8,0,Revolutionary Action,98
8,0,Fighters for Communism,98
8,0,Armed Struggle for Proletarian Power,98
8,0,Revolutionary Action,98
8,0,Prima Linea,98
8,0,Irish Republican Army (IRA),603
8,0,Armed Proletarian Nuclei (NAP),98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Armed Communist Commando,98
8,0,Unknown,98
8,0,Revolutionary Action,98
8,0,Unknown,98
8,0,Fighting Nucleus for Communism,98
8,0,Unknown,98
8,0,Red Brigades,98
8,0,Prima Linea,98
8,0,Prima Linea,98
8,0,Irish Republican Army (IRA),603
1,0,May 19 Communist Order,217
8,0,Communist Armed Nucleus,98
8,0,Unknown,98
1,0,Universal Proutist Revolutionary Federation,217
8,0,Armenian Secret Army for the Liberation of Armenia,78
3,0,Montoneros (Argentina),11
3,0,Montoneros (Argentina),11
8,0,Fighting Communist Front,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Irish Republican Army (IRA),603
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Red Brigades,98
8,0,Red Brigades,98
8,0,Breton Separatists,69
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Red Brigades,98
8,0,Breton Separatists,69
8,0,Unknown,98
8,0,Red Brigades,98
10,0,Unknown,215
11,0,Polisario Front,128
8,0,Irish Republican Army (IRA),603
8,0,Black Order,98
2,0,Unknown,83
3,0,Unknown,45
8,0,Unknown,98
8,0,Unknown,98
3,0,Popular Liberation Army (EPL),45
8,0,Organized Proletarian Communists,98
8,0,Unknown,98
8,0,Proletarian Patrols,98
3,0,Revolutionary Armed Forces of Colombia (FARC),45
3,0,Revolutionary Armed Forces of Colombia (FARC),45
3,0,Movement of the Revolutionary Left (MIR) (Chile),43
4,0,Tribal Battlefront,101
1,0,Anti-Abortion extremists,217
8,0,Unknown,185
8,0,Unknown,98
1,0,George Jackson Brigade,217
8,0,Unknown,98
11,0,African National Congress (South Africa),183
1,0,George Jackson Brigade,217
3,0,Popular Liberation Army (EPL),45
8,0,Unknown,185
3,0,Revolutionary Armed Forces of Colombia (FARC),45
3,0,Popular Liberation Army (EPL),45
8,0,Irish Republican Army (IRA),603
10,0,Palestinians,110
8,0,Unknown,98
3,0,National Liberation Army of Colombia (ELN),45
3,0,Unknown,45
3,0,Unknown,45
8,0,Basque Fatherland and Freedom (ETA),185
3,0,Unknown,45
3,0,Unknown,45
8,0,Unknown,69
1,0,New World Liberation Front (NWLF),217
8,0,Irish Republican Army (IRA),603
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
3,0,Unknown,45
8,0,Unknown,185
8,0,Unknown,185
3,0,National Liberation Army of Colombia (ELN),45
8,0,Combat Nucleus of Communist Unity,98
8,0,Unknown,185
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Unknown,217
11,0,Unknown,183
3,0,Revolutionary Armed Forces of Colombia (FARC),45
5,0,Unknown,121
10,0,Unknown,377
3,0,Popular Liberation Army (EPL),45
8,0,Unknown,98
8,0,Unknown,69
8,0,Unknown,162
8,0,Unknown,185
8,0,Unknown,185
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
8,0,Unknown,185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Rectitudes,69
10,0,Palestinians,97
8,0,Basque Rectitudes,69
11,0,Unknown,183
11,0,Unknown,183
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Unknown,69
8,0,Fighting Proletarian Squads,98
8,0,Fighting Proletarian Squads,98
8,0,Fighting Proletarian Squads,98
8,0,Fighting Proletarian Squads,98
8,0,Fighting Proletarian Squads,98
8,0,Fighting Proletarian Squads,98
8,0,Fighting Proletarian Squads,98
8,0,Fighting Proletarian Squads,98
8,0,Fighting Proletarian Squads,98
8,0,Fighting Proletarian Squads,98
8,0,Fighting Proletarian Squads,98
8,0,Fighting Proletarian Squads,98
8,0,Irish Republican Army (IRA),96
8,0,Italian Social Movement (MSI),98
3,0,Unknown,59
11,0,Afar rebels,56
1,0,Universal Proutist Revolutionary Federation,217
5,0,Free Aceh Movement (GAM),93
8,0,Unknown,98
8,0,Commando Adolph Hitler,185
3,0,Unknown,45
8,0,Greek National Socialist Organization,78
8,0,Greek National Socialist Organization,78
8,0,Unknown,124
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Delta Group,69
8,0,Armed Workers Squads,98
8,0,Armed Nucleus of Communist Workers,98
8,0,Unknown,162
8,0,Unknown,185
8,0,Proletarian Armed Squads,98
11,0,Unknown,65
3,0,Montoneros (Argentina),11
3,0,Montoneros (Argentina),11
3,0,Montoneros (Argentina),11
8,0,Unknown,185
8,0,First of October Antifascist Resistance Group (GRAPO),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
3,0,Montoneros (Argentina),11
8,0,Delta Group,69
8,0,Armed Proletarian Patrols,98
5,0,Unknown,121
10,0,Unknown,60
8,0,Italian Social Movement (MSI),98
10,0,Palestinians,97
8,0,Radical Communist Armed Nucleus,98
8,0,Unknown,98
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Fighting Proletarian Squads,98
11,0,Unknown,183
3,0,Unknown,222
10,0,Unknown,209
10,0,Unknown,209
3,0,Revolutionary Armed Forces of Colombia (FARC),45
3,0,Unknown,11
8,0,Armed Commandos in the Fighting Army of Mario Zichieri,98
11,0,Unknown,183
8,0,Commando Adolph Hitler,185
8,0,Armed Commandos in the Fighting Army of Mario Zichieri,98
8,0,Guerrillas of Christ the King,185
8,0,Confederation of Iranian Students/National Union (CISNU),98
8,0,Basque Fatherland and Freedom (ETA),185
3,0,Unknown,11
8,0,Armed Fight for Communism,98
8,0,Armed Fight for Communism,98
8,0,Armed Fight for Communism,98
8,0,Prima Linea,98
8,0,Red Brigades,98
8,0,Armed Fight for Communism,98
10,0,Unknown,209
10,0,Unknown,209
8,0,Khristos Kasimis,78
8,0,Communist Fighting Corunim- Maria Anna Maria,98
8,0,Prima Linea,98
8,0,Unknown,98
3,0,Unknown,45
8,0,Unknown,362
8,0,"Worker Autonomy, Continuous Struggle",98
8,0,"Worker Autonomy, Continuous Struggle",98
8,0,"Worker Autonomy, Continuous Struggle",98
11,0,African National Congress (South Africa),183
3,0,Unknown,45
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,185
8,0,National Organization of Cypriot Fighters (EOKA),53
8,0,Unknown,98
8,0,Canary Islands Independence Movement,185
8,0,Unknown,185
8,0,Irish Republican Army (IRA),603
11,0,Unknown,183
8,0,Fanatical Ecologists,69
8,0,Unknown,98
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Protestant extremists,603
9,0,Red Army Faction (RAF),499
8,0,Red Army Faction (RAF),199
1,0,Omega-7,217
1,0,Omega-7,217
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Canary Islands Independence Movement,185
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
10,0,Unknown,110
2,0,Unknown,83
3,0,Popular Revolutionary Movement (Colombia),45
11,0,Unknown,183
8,0,Italian Social Movement (MSI),98
1,0,George Jackson Brigade,217
8,0,Fighting Popular Rally,78
8,0,Fighting Popular Rally,78
8,0,Fighting Popular Rally,78
8,0,Fighting Popular Rally,78
8,0,Fighting Popular Rally,78
8,0,Fighting Popular Rally,78
8,0,Fighting Popular Rally,78
8,0,PORE,185
1,0,Anti-Castro Command,217
3,0,Revolutionary Armed Forces of Colombia (FARC),45
3,0,Revolutionary Armed Forces of Colombia (FARC),45
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Commando Adolph Hitler,185
1,0,George Jackson Brigade,217
8,0,Unknown,69
8,0,Christ Chaos,185
8,0,Unknown,69
10,0,Palestinians,97
8,0,Unknown,69
8,0,Unknown,69
1,0,Omega-7,217
8,0,Unknown,98
8,0,Italian Social Movement (MSI),98
8,0,Corsican National Liberation Front (FLNC),69
8,0,Unknown,69
8,0,Unknown,78
8,0,Commando Adolph Hitler,185
8,0,Commando Adolph Hitler,185
8,0,Unknown,98
8,0,Committee of action against bull fights,69
10,0,Mujahedin-e Khalq (MEK),94
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Unknown,21
8,0,28th of December Group,185
8,0,28th of December Group,185
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
1,0,Coordination of the United Revolutionary Organization (CORU),217
8,0,Basque Fatherland and Freedom (ETA),185
10,0,Democratic Front for the Liberation of Palestine (DFLP),97
8,0,Armed Revolutionary Groups,98
8,0,Canary Islands Independence Movement,185
2,0,Guerrilla Army of the Poor (EGP),83
2,0,Unknown,83
8,0,Canary Islands Independence Movement,185
8,0,Unknown,603
3,0,Unknown,30
2,0,Unknown,61
8,0,Proletarian Patrols,98
8,0,Proletarian Patrols,98
8,0,Communist Fighting Unit,98
4,0,Tribal Battlefront,101
8,0,Arab Revolutionary Army,142
10,0,Armenian Secret Army for the Liberation of Armenia,209
8,0,Unknown,98
3,0,Revolutionary Armed Forces of Colombia (FARC),45
3,0,M-19 (Movement of April 19),45
8,0,Unknown,98
8,0,Unknown,98
3,0,M-19 (Movement of April 19),45
8,0,Justice Commandos for the Armenian Genocide,21
8,0,Unknown,98
8,0,Armenians,603
8,0,Unknown,98
8,0,Armed Proletarian Nuclei (NAP),98
8,0,Armed Proletarian Nuclei (NAP),98
8,0,Unknown,603
8,0,Unknown,98
8,0,Unknown,98
8,0,International Communist Brigade,98
8,0,Irish Republican Army (IRA),603
8,0,Armed Revolutionary Nuclei (NAR),98
8,0,Unknown,98
8,0,Proletarian Patrols,98
8,0,Armed Revolutionary Nuclei (NAR),98
3,0,Unknown,11
3,0,Unknown,11
3,0,Unknown,11
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Armed Nuclei for Territorial Counterpower,98
8,0,Italian Social Movement (MSI),98
8,0,Armed Squads for Communism,98
11,0,Unknown,403
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Christ Chaos,185
8,0,Italian Social Movement (MSI),98
8,0,Canary Islands Independence Movement,185
9,0,Armenians,359
8,0,Unknown,21
1,0,Anti-Abortion extremists,217
8,0,Unknown,98
8,0,Armed Proletarian Nuclei (NAP),98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Communist Fighting Unit,98
1,0,Union of the People (UDP),130
1,0,Union of the People (UDP),130
1,0,Union of the People (UDP),130
1,0,Union of the People (UDP),130
1,0,Union of the People (UDP),130
1,0,Union of the People (UDP),130
10,0,Turkish People's Liberation Army,209
2,0,Unknown,145
8,0,Red Brigades,98
8,0,Armenians,21
8,0,Unknown,98
8,0,Unknown,98
8,0,Charles Martel Group,69
8,0,Armed Workers Squads,98
3,0,Unknown,26
8,0,Armed Nuclei for Territorial Counterpower,98
8,0,Unknown,185
3,0,Unknown,45
8,0,Southern Nucleus of Communist Counterpower,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Proletarian Patrols,98
8,0,Unknown,98
8,0,Iberian Anarchist Federation,185
8,0,Christ Chaos,185
3,0,Unknown,45
3,0,M-19 (Movement of April 19),45
8,0,Irish Republican Army (IRA),603
8,0,Red Brigades,98
8,0,Unknown,98
8,0,Red Brigades,98
3,0,M-19 (Movement of April 19),45
8,0,Unknown,98
5,0,Moro National Liberation Front (MNLF),160
8,0,Unknown,185
8,0,Breton Separatists,69
8,0,Unknown,98
8,0,Unknown,185
8,0,Unknown,185
1,0,Anti Shah of Iran,217
8,0,Corsican National Liberation Front (FLNC),69
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Breton Terrorist,69
8,0,Unknown,98
8,0,Unknown,98
8,0,Iberian Anarchist Federation,185
11,0,Zimbabwe African Nationalist Union (ZANU),403
3,0,M-19 (Movement of April 19),45
8,0,Iberian Anarchist Federation,185
8,0,Arab Revolutionary Army,362
8,0,Arab Revolutionary Army,603
8,0,Arab Revolutionary Army,55
8,0,Arab Revolutionary Army,198
3,0,Unknown,45
3,0,Unknown,45
8,0,Unknown,21
8,0,Unknown,185
8,0,Unknown,185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Red Brigades,98
8,0,Unknown,69
8,0,Anti-Imperialist Fighters for a Free Palestine,362
5,0,Unknown,160
5,0,Moro National Liberation Front (MNLF),160
3,0,M-19 (Movement of April 19),45
1,0,Puerto Rican Nationalists,217
1,0,Puerto Rican Nationalists,217
1,0,Puerto Rican Nationalists,217
8,0,Unknown,78
8,0,Unknown,78
8,0,Unknown,185
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
3,0,M-19 (Movement of April 19),45
3,0,National Liberation Army of Colombia (ELN),45
8,0,Armed Nucleus for Popular Autonomy,69
2,0,Sandinista National Liberation Front (FSLN),145
8,0,Canary Islands Independence Movement,185
8,0,Canary Islands Independence Movement,185
8,0,Unknown,185
8,0,Unknown,185
3,0,M-19 (Movement of April 19),45
8,0,Red Brigades,98
2,0,Guerrilla Army of the Poor (EGP),83
8,0,Catalan independence group,185
3,0,M-19 (Movement of April 19),45
3,0,M-19 (Movement of April 19),45
10,0,Begumcans Cell,209
3,0,M-19 (Movement of April 19),45
8,0,Unknown,98
3,0,Argentine Youths for Sovereignty,11
4,0,Revolutionary Workers' Council (Kakurokyo),101
4,0,Revolutionary Workers' Council (Kakurokyo),101
4,0,Revolutionary Workers' Council (Kakurokyo),101
4,0,Revolutionary Workers' Council (Kakurokyo),101
3,0,M-19 (Movement of April 19),45
8,0,First of October Antifascist Resistance Group (GRAPO),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,First of October Antifascist Resistance Group (GRAPO),185
3,0,M-19 (Movement of April 19),45
3,0,M-19 (Movement of April 19),45
3,0,Revolutionary Armed Forces of Colombia (FARC),45
3,0,M-19 (Movement of April 19),45
8,0,Irish Republican Army (IRA),96
8,0,First of October Antifascist Resistance Group (GRAPO),185
8,0,Basque Fatherland and Freedom (ETA),185
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Union of the People (UDP),130
1,0,Anti-Abortion extremists,217
10,0,Unknown,209
8,0,Unknown,21
2,0,Sandinista National Liberation Front (FSLN),145
8,0,First of October Antifascist Resistance Group (GRAPO),185
8,0,Arab Revolutionary Army,69
8,0,Arab Revolutionary Army,21
8,0,Canary Islands Independence Movement,185
2,0,Sandinista National Liberation Front (FSLN),145
11,0,African National Congress (South Africa),183
2,0,Popular Revolutionary Bloc (BPR),61
2,0,Sandinista National Liberation Front (FSLN),145
8,0,Unknown,185
8,0,Irish Republican Army (IRA),603
1,0,Latin America Anti-Communist Army (LAACA),217
8,0,Unknown,185
8,0,Basque Fatherland and Freedom (ETA),185
2,0,Unknown,61
8,0,Basque Fatherland and Freedom (ETA),185
8,0,First of October Antifascist Resistance Group (GRAPO),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
5,0,Ananda Marga,160
8,0,Unknown,185
10,0,Unknown,209
10,0,Unknown,209
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Canary Islands Independence Movement,185
8,0,Unknown,69
1,0,Revolutionary Commandos of the People (CRP),217
2,0,Sandinista National Liberation Front (FSLN),145
3,0,Popular Liberation Army (EPL),45
8,0,Irish Republican Army (IRA),603
8,0,Basque Fatherland and Freedom (ETA),185
2,0,Sandinista National Liberation Front (FSLN),145
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Ulster Volunteer Force (UVF),603
8,0,Canary Islands Independence Movement,185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Unknown,185
12,0,Unknown,14
8,0,Revolutionary Communist Party,98
8,0,Revolutionary Communist Party,98
8,0,Unknown,185
8,0,Canary Islands Independence Movement,185
3,0,Unknown,45
8,0,Unknown,362
8,0,Red Brigades,98
10,0,Palestinians,97
2,0,People's Revolutionary Army (ERP) (El Salvador),61
